"","Kingdom","Phylum","Class","Order","Family","Genus","Species","Taxonomy","taxon","guid","mbNumber","taxonomicLevel","trophicMode","guild","confidenceRanking","growthForm","trait","notes","citationSource"
"1109","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Passalora","unidentified","k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Passalora;s__unidentified","Mycosphaerellaceae","1CB1CD75-36B9-11D5-9548-00D0592D548C","81043","9","Pathotroph-Saprotroph","Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"1110","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA,"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111","Fungi","Ascomycota","Xylonomycetes","GS34","unidentified","unidentified","unidentified","k__Fungi;p__Ascomycota;c__Xylonomycetes;o__GS34;f__unidentified;g__unidentified;s__unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__NA;s__NA","Thelephoraceae","1CB1CDE7-36B9-11D5-9548-00D0592D548C","81463","9","Saprotroph-Symbiotroph","Ectomycorrhizal-Undefined Saprotroph","Probable","Clavarioid","NULL","On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"1113","Fungi","Ascomycota","Xylonomycetes","GS34","unidentified","unidentified","unidentified","k__Fungi;p__Ascomycota;c__Xylonomycetes;o__GS34;f__unidentified;g__unidentified;s__unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Pilodermataceae","unidentified","unidentified","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Pilodermataceae;g__unidentified;s__unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Leohumicola","unidentified","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Leohumicola;s__unidentified","Leohumicola","FFF3FDAA-784F-41C0-AF4B-12069962ABF7","500248","13","Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1116","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Lachnum",NA,"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Lachnum;s__NA","Hyaloscyphaceae","1CB18D86-36B9-11D5-9548-00D0592D548C","80871","9","Saprotroph","Plant Saprotroph-Wood Saprotroph","Probable","Microfungus","NULL","Saprobic on woody and herbaceous material (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"1117","Fungi","Ascomycota",NA,NA,NA,NA,NA,"k__Fungi;p__Ascomycota;c__NA;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","unidentified","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__unidentified","Russulaceae","1CB1A269-36B9-11D5-9548-00D0592D548C","81358","9","Symbiotroph","Ectomycorrhizal","Probable","Agaricoid-Corticioid-Gasteroid-Secotioid","NULL","The genera Lactarius, Lactifluus, Multifurca and Russula form a mutualistic ectomycorrhizal root symbiosis with trees and shrubs, while the corticioid species in Boidinia, Gloeopeniophorella, and Pseudoxenasma are saprotrophic, wood-degrading fungi.","Larsson E, K-H Larsson. 2003. Mycologia 95:1037-1065 ((https://doi.org/10.2307/3761912))"
"1119","Fungi","Ascomycota","Dothideomycetes","Capnodiales","unidentified","unidentified","unidentified","k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__unidentified;g__unidentified;s__unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120","Fungi","Ascomycota",NA,NA,NA,NA,NA,"k__Fungi;p__Ascomycota;c__NA;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Phaeotremellaceae","Phaeotremella","unidentified","k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Phaeotremellaceae;g__Phaeotremella;s__unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Spegazzinia",NA,"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Spegazzinia;s__NA","Didymosphaeriaceae","1CB1CD0B-36B9-11D5-9548-00D0592D548C","80702","9","Pathotroph-Saprotroph-Symbiotroph","Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))"
"1123","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius_heterodepressus","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_heterodepressus","Cortinariaceae","DA4FE1F7-94E1-4450-BB6F-E0C54EA4CCAC","80649","9","Symbiotroph","Ectomycorrhizal","Probable","Agaricoid","NULL","Ectomycorrhizal with woody plants, especially Pinaceae, Fagaceae and Salicaceae (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"1124","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","unidentified","unidentified","k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Melanommataceae;g__unidentified;s__unidentified","Melanommataceae","1CB1CD60-36B9-11D5-9548-00D0592D548C","80990","9","Saprotroph","Wood Saprotroph","Probable","Microfungus","NULL","Saprobic on wood and bark (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"1125","Fungi","Ascomycota","Dothideomycetes","Venturiales","unidentified","unidentified","unidentified","k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__unidentified;g__unidentified;s__unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126","Fungi","Ascomycota","Sordariomycetes","Xylariales","Sporocadaceae","Seiridium",NA,"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Sporocadaceae;g__Seiridium;s__NA","Seiridium","1CB1AC6C-36B9-11D5-9548-00D0592D548C","9868","13","Pathotroph","Plant Pathogen","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1127","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia",NA,"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia;s__NA","Periconia","1CB197FE-36B9-11D5-9548-00D0592D548C","9263","13","Pathotroph-Saprotroph-Symbiotroph","Endophyte-Plant Pathogen-Wood Saprotroph","Possible","Microfungus","Soft Rot","Dark Septate Endophyte, known from plant roots (Mandyam et al. 2010); Endophyte Host - Asteraceae, Musaceae (Costa et al. 2012)","Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Mandyam K, et al. 2012. Mycorrhiza 22:109-119 ((https://doi.org/10.1007/s00572-011-0386-y)); Knapp DG, et al. 2012. PLOS ONE 7:e32570 (( https://doi.org/10.1371/journal.pone.0032570)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))"
"1128","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon","Rhizopogon_pseudoroseolus","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_pseudoroseolus","Rhizopogon","1CB1A208-36B9-11D5-9548-00D0592D548C","19297","13","Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","Hypogeous","Common name - false truffle","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"1129","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma_lixii","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_lixii","Trichoderma","1CB1CC28-36B9-11D5-9548-00D0592D548C","10282","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph","Probable","Microfungus","Soft Rot","Cause of soft-rot (Seehann et al. 1975); Likely opportunistic human pathogen (Irinyi et al. 2015); Endophyte detection method-culture (Busby et al. 2016)","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Andrews JH, et al. 1983. Phytopathology 73228-234; Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Busby PE, et al. 2016. New Phytologist 209:1681-1692 ((https://doi.org/10.1111/nph.13742)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))"
"1130","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","unidentified","unidentified","unidentified","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__unidentified;g__unidentified;s__unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1131","Fungi","Ascomycota","Eurotiomycetes","unidentified","unidentified","unidentified","unidentified","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__unidentified;f__unidentified;g__unidentified;s__unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae",NA,NA,"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__NA;s__NA","Didymellaceae","F971F4FB-F68A-481E-B5F1-2BF2B753AA5D","508292","9","Pathotroph-Saprotroph","Animal Pathogen-Plant Pathogen-Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1133","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA,"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134","Fungi","Ascomycota",NA,NA,NA,NA,NA,"k__Fungi;p__Ascomycota;c__NA;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella",NA,"k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA,"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","Fungi","Ascomycota","Sordariomycetes","Xylariales","unidentified","unidentified","unidentified","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__unidentified;g__unidentified;s__unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","unidentified","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta;s__unidentified","Coniochaetaceae","1CB1CCF3-36B9-11D5-9548-00D0592D548C","80629","9","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph","Possible","Microfungus","NULL","Common Name - Rust Fungus; Saprobic on wood and bark (especially in dry habitats), coprophilous or isolated from soil and similar substrata (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Damm U, et al. 2010. Persoonia 24:60-80 ((http://doi.org/10.3767/003158510X500705)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))"
"1139","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_substriata","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula_substriata","Russulaceae","1CB1A269-36B9-11D5-9548-00D0592D548C","81358","9","Symbiotroph","Ectomycorrhizal","Probable","Agaricoid-Corticioid-Gasteroid-Secotioid","NULL","The genera Lactarius, Lactifluus, Multifurca and Russula form a mutualistic ectomycorrhizal root symbiosis with trees and shrubs, while the corticioid species in Boidinia, Gloeopeniophorella, and Pseudoxenasma are saprotrophic, wood-degrading fungi.","Larsson E, K-H Larsson. 2003. Mycologia 95:1037-1065 ((https://doi.org/10.2307/3761912))"
"1140","Fungi","Ascomycota",NA,NA,NA,NA,NA,"k__Fungi;p__Ascomycota;c__NA;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141","Fungi","Ascomycota",NA,NA,NA,NA,NA,"k__Fungi;p__Ascomycota;c__NA;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142","Fungi","Ascomycota",NA,NA,NA,NA,NA,"k__Fungi;p__Ascomycota;c__NA;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Thyridariaceae","Neoroussoella","Neoroussoella_heveae","k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Thyridariaceae;g__Neoroussoella;s__Neoroussoella_heveae","Thyridariaceae","51C5F082-65D8-403E-889B-BBFE43B5402A","805172","9","Saprotroph","Wood Saprotroph","Probable","Microfungus","NULL","Saprobic on wood and bark (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"1144","Fungi","Ascomycota","Orbiliomycetes",NA,NA,NA,NA,"k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145","Fungi","Ascomycota",NA,NA,NA,NA,NA,"k__Fungi;p__Ascomycota;c__NA;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeodothis","Phaeodothis_winteri","k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeodothis;s__Phaeodothis_winteri","Phaeosphaeriaceae","1CB1CD8E-36B9-11D5-9548-00D0592D548C","81637","9","Pathotroph-Saprotroph","Fungal Parasite-Plant Pathogen-Plant Saprotroph","Probable","Microfungus","NULL","Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"1147","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","unidentified","unidentified","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__unidentified;s__unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148","Fungi","Basidiomycota","Agaricomycetes","unidentified","unidentified","unidentified","unidentified","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__unidentified;f__unidentified;g__unidentified;s__unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__NA;s__NA","Thelephoraceae","1CB1CDE7-36B9-11D5-9548-00D0592D548C","81463","9","Saprotroph-Symbiotroph","Ectomycorrhizal-Undefined Saprotroph","Probable","Clavarioid","NULL","On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"1150","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","unidentified","unidentified","unidentified","k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__unidentified;g__unidentified;s__unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Myrothecium","Myrothecium_roridum","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Myrothecium;s__Myrothecium_roridum","Myrothecium roridum","1CB194F6-36B9-11D5-9548-00D0592D548C","142164","20","Pathotroph","Plant Pathogen","Probable","NULL","NULL","NULL","The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))"
"1152","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_grata","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula_grata","Russulaceae","1CB1A269-36B9-11D5-9548-00D0592D548C","81358","9","Symbiotroph","Ectomycorrhizal","Probable","Agaricoid-Corticioid-Gasteroid-Secotioid","NULL","The genera Lactarius, Lactifluus, Multifurca and Russula form a mutualistic ectomycorrhizal root symbiosis with trees and shrubs, while the corticioid species in Boidinia, Gloeopeniophorella, and Pseudoxenasma are saprotrophic, wood-degrading fungi.","Larsson E, K-H Larsson. 2003. Mycologia 95:1037-1065 ((https://doi.org/10.2307/3761912))"
"1153","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcosomataceae","Pseudoplectania","Pseudoplectania_nigrella","k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Sarcosomataceae;g__Pseudoplectania;s__Pseudoplectania_nigrella","Sarcosomataceae","1CB1CDC7-36B9-11D5-9548-00D0592D548C","81257","9","Saprotroph","Wood Saprotroph","Probable","Pezizoid","NULL","Saprobic on rotten, sometimes buried, wood (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"1154","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Cuphophyllus","Cuphophyllus_virgineus","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae;g__Cuphophyllus;s__Cuphophyllus_virgineus","Hygrophoraceae","1CB1CD3B-36B9-11D5-9548-00D0592D548C","80877","9","Saprotroph-Symbiotroph","Ectomycorrhizal-Undefined Saprotroph","Probable","Agaricoid","NULL","Ectomycorrhizal or saprobic, on the ground in woods, fields and moorland (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"1155","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Leptospora","Leptospora_thailandica","k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Leptospora;s__Leptospora_thailandica","Phaeosphaeriaceae","1CB1CD8E-36B9-11D5-9548-00D0592D548C","81637","9","Pathotroph-Saprotroph","Fungal Parasite-Plant Pathogen-Plant Saprotroph","Probable","Microfungus","NULL","Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"1156","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"k__Fungi;p__Basidiomycota;c__NA;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157","Fungi","Ascomycota",NA,NA,NA,NA,NA,"k__Fungi;p__Ascomycota;c__NA;o__NA;f__NA;g__NA;s__NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1158","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Botryobasidiaceae","Botryobasidium","unidentified","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Botryobasidiaceae;g__Botryobasidium;s__unidentified","Botryobasidiaceae","1CB1CCD1-36B9-11D5-9548-00D0592D548C","81744","9","Saprotroph","Undefined Saprotroph-Wood Saprotroph","Probable","Corticioid","NULL","Saprobic, typically on rotten wood (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"1159","Fungi","Ascomycota","Dothideomycetes","Hysteriales","unidentified","unidentified","unidentified","k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Hysteriales;f__unidentified;g__unidentified;s__unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1160","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactifluus","Lactifluus_bertillonii","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactifluus;s__Lactifluus_bertillonii","Russulaceae","1CB1A269-36B9-11D5-9548-00D0592D548C","81358","9","Symbiotroph","Ectomycorrhizal","Probable","Agaricoid-Corticioid-Gasteroid-Secotioid","NULL","The genera Lactarius, Lactifluus, Multifurca and Russula form a mutualistic ectomycorrhizal root symbiosis with trees and shrubs, while the corticioid species in Boidinia, Gloeopeniophorella, and Pseudoxenasma are saprotrophic, wood-degrading fungi.","Larsson E, K-H Larsson. 2003. Mycologia 95:1037-1065 ((https://doi.org/10.2307/3761912))"
"1161","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon","unidentified","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__unidentified","Rhizopogon","1CB1A208-36B9-11D5-9548-00D0592D548C","19297","13","Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","Hypogeous","Common name - false truffle","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"1162","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Pseudotomentella",NA,"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Pseudotomentella;s__NA","Thelephoraceae","1CB1CDE7-36B9-11D5-9548-00D0592D548C","81463","9","Saprotroph-Symbiotroph","Ectomycorrhizal-Undefined Saprotroph","Probable","Clavarioid","NULL","On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"1163","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Spegazzinia","Spegazzinia_radermacherae","k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Spegazzinia;s__Spegazzinia_radermacherae","Didymosphaeriaceae","1CB1CD0B-36B9-11D5-9548-00D0592D548C","80702","9","Pathotroph-Saprotroph-Symbiotroph","Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))"
"1164","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellales_fam_Incertae_sedis","Sistotrema","unidentified","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellales_fam_Incertae_sedis;g__Sistotrema;s__unidentified","Sistotrema","1CB1CB70-36B9-11D5-9548-00D0592D548C","18551","13","Saprotroph-Symbiotroph","Ectomycorrhizal-Wood Saprotroph","Possible","Corticioid","White Rot","NULL","Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM/not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)) (as ECM/not ECM)."
