obj_id,species,speciesMatched,uuid,ifungorum_number,trait_name,value
Maynard_etal_2017_1,Armillaria_gallica,Armillaria gallica,f18a12a3-89e6-4061-9dfb-da3f9a64a8d7,131162,latitude,30.465247
Maynard_etal_2017_2,Armillaria_gallica,Armillaria gallica,f18a12a3-89e6-4061-9dfb-da3f9a64a8d7,131162,latitude,43.402553
Maynard_etal_2017_3,Armillaria_gallica,Armillaria gallica,f18a12a3-89e6-4061-9dfb-da3f9a64a8d7,131162,latitude,30.465247
Maynard_etal_2017_4,Armillaria_gallica,Armillaria gallica,f18a12a3-89e6-4061-9dfb-da3f9a64a8d7,131162,latitude,31.105861
Maynard_etal_2017_5,Armillaria_gallica,Armillaria gallica,f18a12a3-89e6-4061-9dfb-da3f9a64a8d7,131162,latitude,31.105861
Maynard_etal_2017_6,Armillaria_gallica,Armillaria gallica,f18a12a3-89e6-4061-9dfb-da3f9a64a8d7,131162,latitude,30.465247
Maynard_etal_2017_7,Armillaria_gallica,Armillaria gallica,f18a12a3-89e6-4061-9dfb-da3f9a64a8d7,131162,latitude,43.557132
Maynard_etal_2017_8,Armillaria_gallica,Armillaria gallica,f18a12a3-89e6-4061-9dfb-da3f9a64a8d7,131162,latitude,44.912304
Maynard_etal_2017_9,Armillaria_gallica,Armillaria gallica,f18a12a3-89e6-4061-9dfb-da3f9a64a8d7,131162,latitude,44.886161
Maynard_etal_2017_10,Armillaria_gallica,Armillaria gallica,f18a12a3-89e6-4061-9dfb-da3f9a64a8d7,131162,latitude,43.773821
Maynard_etal_2017_11,Asterostroma_muscicola,Asterostroma muscicola,1cb17eca-36b9-11d5-9548-00d0592d548c,199608,latitude,18.32047
Maynard_etal_2017_12,Armillaria_sinapina,Armillaria sinapina,26af7153-e273-4821-8b6e-a6ac361bb6bf,134700,latitude,46.517665
Maynard_etal_2017_13,Armillaria_tabescens,Desarmillaria tabescens,1af4cbf9-9239-499d-81d1-5ae852fe7ee7,819125,latitude,41.022359
Maynard_etal_2017_14,Armillaria_tabescens,Desarmillaria tabescens,1af4cbf9-9239-499d-81d1-5ae852fe7ee7,819125,latitude,29.946494
Maynard_etal_2017_15,Earliella_scabrosa,Earliella scabrosa,cf0ad603-db00-49f1-8d31-c0eb71f59c36,105299,latitude,18.298306
Maynard_etal_2017_16,Fomes_fomentarius,Fomes fomentarius,e6c088c3-b354-11d5-bebb-00508bca8de8,194860,latitude,43.227069
Maynard_etal_2017_17,Hyphodontia_crustosa,Basidioradulum crustosum,1cb18e2f-36b9-11d5-9548-00d0592d548c,521705,latitude,60.734518
Maynard_etal_2017_18,Hyphoderma_setigerum,Hyphoderma setigerum,1cb18e28-36b9-11d5-9548-00d0592d548c,298779,latitude,43.557132
Maynard_etal_2017_19,Hyphoderma_setigerum,Hyphoderma setigerum,1cb18e28-36b9-11d5-9548-00d0592d548c,298779,latitude,18.181083
Maynard_etal_2017_20,Laetiporus_caribensis,Laetiporus caribensis,179e4e53-3834-456b-bc9e-76aaebff7401,563162,latitude,16.256538
Maynard_etal_2017_21,Laetiporus_conifericola,Laetiporus conifericola,2cdfc38a-aca1-4097-9347-ef8c71e072e2,372852,latitude,49.39377
Maynard_etal_2017_22,Lentinus_crinitus,Lentinus crinitus,006acf41-7317-4879-8fd1-c9c3049e6f08,262317,latitude,18.298306
Maynard_etal_2017_23,Laetiporus_gilbertsonii,Laetiporus gilbertsonii,0988db4e-e3fb-4074-8e32-fb28075570b2,372853,latitude,36.986923
Maynard_etal_2017_24,Laetiporus_huroniensis,Laetiporus huroniensis,92b0d130-8213-44ff-96b6-4c9074152085,372855,latitude,46.824261
Maynard_etal_2017_25,Mycoacia_meridionalis,Mycoacia meridionalis,f062867c-eef4-4bf1-bd01-3c777186a063,112454,latitude,18.181083
Maynard_etal_2017_26,Merulius_tremellosus,Phlebia tremellosa,1cb19358-36b9-11d5-9548-00d0592d548c,106356,latitude,43.086646
Maynard_etal_2017_27,Merulius_tremellosus,Phlebia tremellosa,1cb19358-36b9-11d5-9548-00d0592d548c,106356,latitude,16.958087
Maynard_etal_2017_28,Porogramme_albocincta,Porogramme albocincta,98a2375e-b3ac-4437-9472-5cd9a57ed7a4,803222,latitude,18.298306
Maynard_etal_2017_29,Phlebiopsis_flavidoalba,Phlebiopsis flavidoalba,6571da52-49fa-4059-ab13-f3874fcbf492,132986,latitude,37.530421
Maynard_etal_2017_30,Phlebiopsis_flavidoalba,Phlebiopsis flavidoalba,6571da52-49fa-4059-ab13-f3874fcbf492,132986,latitude,18.181083
Maynard_etal_2017_31,Phellinus_gilvus,Phellinus gilvus,1cb198f2-36b9-11d5-9548-00d0592d548c,120542,latitude,42.694296
Maynard_etal_2017_32,Phellinus_hartigii,Phellinus hartigii,c3b29404-965a-4f37-a963-1e523775addb,282813,latitude,44.931524
Maynard_etal_2017_33,Porodisculus_pendulus,Porodisculus pendulus,1cb1b770-36b9-11d5-9548-00d0592d548c,431969,latitude,43.55015
Maynard_etal_2017_34,Phellinus_robiniae,Phellinus robiniae,737d7e0f-216e-4d9f-a1e4-7dbe3bd8b70a,319789,latitude,43.013434
Maynard_etal_2017_35,Phellinus_robiniae,Phellinus robiniae,737d7e0f-216e-4d9f-a1e4-7dbe3bd8b70a,319789,latitude,34.372912
Maynard_etal_2017_36,Phlebia_rufa,Phlebia rufa,1cb19939-36b9-11d5-9548-00d0592d548c,336335,latitude,35.518255
Maynard_etal_2017_37,Phlebia_rufa,Phlebia rufa,1cb19939-36b9-11d5-9548-00d0592d548c,336335,latitude,19.069338
Maynard_etal_2017_38,Pycnoporus_sanguineus,Pycnoporus sanguineus,5aa733a5-bf25-11d5-bebb-00508bca8de8,121361,latitude,18.105392
Maynard_etal_2017_39,Resinicium_saccharicola,Resinicium saccharicola,e8b6a7b4-8023-445b-bbf2-daf404ea4228,467617,latitude,18.294558
Maynard_etal_2017_40,Schizophyllum_commune,Schizophyllum commune,1cb1a305-36b9-11d5-9548-00d0592d548c,208403,latitude,43.227069
Maynard_etal_2017_41,Schizophyllum_commune,Schizophyllum commune,1cb1a305-36b9-11d5-9548-00d0592d548c,208403,latitude,18.25992
Maynard_etal_2017_42,Tyromyces_chioneus,Tyromyces chioneus,6998708b-bd57-11d5-bebb-00508bca8de8,414503,latitude,46.624065
Maynard_etal_2017_43,Veluticeps_abietina,Veluticeps abietina,a982b789-396c-4bdb-a6fa-2d5a4eee19a7,127331,latitude,57.900256
Maynard_etal_2017_44,Xylobolus_subpileatus,Xylobolus subpileatus,0a2066b9-1066-4ae5-8ed4-4ace135945a0,307892,latitude,30.679683
Zhang_and_Elser_249,Abortiporus_biennis,Abortiporus biennis,1cb17c1b-36b9-11d5-9548-00d0592d548c,283905,latitude,39.003
Zhang_and_Elser_251,Agaricus_abruptibulbus,Agaricus abruptibulbus,c7e2b26a-1e97-4efa-9b50-2531b3991b0d,178389,latitude,14.842
Zhang_and_Elser_257,Agaricus_augustus,Agaricus augustus,1cb17cbd-36b9-11d5-9548-00d0592d548c,205947,latitude,47.5
Zhang_and_Elser_285,Agaricus_placomyces,Agaricus placomyces,1cb17cc9-36b9-11d5-9548-00d0592d548c,250161,latitude,33.16
Zhang_and_Elser_295,Agaricus_silvaticus,Agaricus silvaticus,1cb17cce-36b9-11d5-9548-00d0592d548c,490442,latitude,59.867
Zhang_and_Elser_300,Albatrellus_ovinus,Albatrellus ovinus,1cb17ce1-36b9-11d5-9548-00d0592d548c,292351,latitude,59.867
Zhang_and_Elser_301,Albatrellus_spp.,Albatrellus spp.,NA,NA,latitude,47.833
Zhang_and_Elser_302,Amanita_calyptera,Amanita calyptera,NA,NA,latitude,33.375
Zhang_and_Elser_303,Amanita_ceciliae,Amanita ceciliae,b89c8d81-30ce-483f-a4d3-1aa7022d1b60,107714,latitude,33.16
Zhang_and_Elser_305,Amanita_fulva,Amanita fulva,1cb17d3e-36b9-11d5-9548-00d0592d548c,212682,latitude,59.867
Zhang_and_Elser_306,Amanita_magniverrucata,Amanita magniverrucata,22c33c7a-dade-4752-a223-477307ffe7ab,109591,latitude,33.375
Zhang_and_Elser_307,Amanita_muscaria,Amanita muscaria,1cb17d41-36b9-11d5-9548-00d0592d548c,161267,latitude,48.875
Zhang_and_Elser_310,Amanita_muscaria,Amanita muscaria,1cb17d41-36b9-11d5-9548-00d0592d548c,161267,latitude,33.21
Zhang_and_Elser_311,Amanita_muscaria,Amanita muscaria,1cb17d41-36b9-11d5-9548-00d0592d548c,161267,latitude,64.233
Zhang_and_Elser_312,Amanita_muscaria,Amanita muscaria,1cb17d41-36b9-11d5-9548-00d0592d548c,161267,latitude,59.867
Zhang_and_Elser_314,Amanita_pantherina,Amanita pantherina,1cb17d45-36b9-11d5-9548-00d0592d548c,156565,latitude,33.16
Zhang_and_Elser_319,Amanita_porphyria,Amanita porphyria,1cb17d49-36b9-11d5-9548-00d0592d548c,171128,latitude,59.867
Zhang_and_Elser_320,Amanita_rubescens,Amanita rubescens,1cb17d4b-36b9-11d5-9548-00d0592d548c,172799,latitude,33.375
Zhang_and_Elser_321,Amanita_rubescens,Amanita rubescens,1cb17d4b-36b9-11d5-9548-00d0592d548c,172799,latitude,52.7
Zhang_and_Elser_322,Amanita_rubescens,Amanita rubescens,1cb17d4b-36b9-11d5-9548-00d0592d548c,172799,latitude,52.7
Zhang_and_Elser_323,Amanita_rubescens,Amanita rubescens,1cb17d4b-36b9-11d5-9548-00d0592d548c,172799,latitude,52.7
Zhang_and_Elser_326,Amanita_rubescens,Amanita rubescens,1cb17d4b-36b9-11d5-9548-00d0592d548c,172799,latitude,59.867
Zhang_and_Elser_331,Amanita_vaginata,Amanita vaginata,1cb1bbb2-36b9-11d5-9548-00d0592d548c,114685,latitude,33.16
Zhang_and_Elser_334,Amanita_verna,Amanita verna,59f6590d-5a49-455d-9f35-ed6cafbb7edb,NA,latitude,33.16
Zhang_and_Elser_335,Amanita_virosa,Amanita virosa,53c9a1d1-09ec-44fa-9551-ccfb72cc8d1e,163692,latitude,59.867
Zhang_and_Elser_336,Amanita_sp.,Amanita sp.,NA,NA,latitude,39.07
Zhang_and_Elser_337,Clitocybe_clavipes,Ampulloclitocybe clavipes,f1c80db1-b4ce-471b-bc9f-0f1b7b8a3b3c,374059,latitude,59.867
Zhang_and_Elser_338,Armillaria_borealis,Armillaria borealis,906deba3-1e7c-45db-9a01-fde85478b0c1,110479,latitude,64.233
Zhang_and_Elser_339,Armillaria_mellea,Armillaria mellea,1cb17e01-36b9-11d5-9548-00d0592d548c,190066,latitude,39.003
Zhang_and_Elser_345,Armillariella_mellea,Armillaria mellea,1cb1bab2-36b9-11d5-9548-00d0592d548c,190066,latitude,47.5
Zhang_and_Elser_346,Armillaria_novaezelandiae,Armillaria novaezelandiae,NA,NA,latitude,-43.167
Zhang_and_Elser_350,Armillaria_spp.,Armillaria spp.,NA,NA,latitude,47.833
Zhang_and_Elser_351,Armillariella_sp.,Armillariella sp.,NA,NA,latitude,47.5
Zhang_and_Elser_352,Armillariella_sp.,Armillariella sp.,NA,NA,latitude,47.5
Zhang_and_Elser_353,Boletus_flaviporus,Aureoboletus flaviporus,ac7df091-a620-43fd-8fbc-cc574644ae7a,519299,latitude,34.2
Zhang_and_Elser_354,Boletus_mirabilis,Aureoboletus mirabilis,1a3acc27-8dc2-47a5-b456-744b440650e9,811404,latitude,47.5
Zhang_and_Elser_356,Auriscalpium_vulgare,Auriscalpium vulgare,60213be0-fdce-47cf-af7b-b42cddd200f0,101255,latitude,59.867
Zhang_and_Elser_360,Boletus_edulis,Boletus edulis,3029f8de-d317-447b-9854-7acd329ab9dd,NA,latitude,42.978
Zhang_and_Elser_361,Boletus_edulis,Boletus edulis,3029f8de-d317-447b-9854-7acd329ab9dd,NA,latitude,43.396
Zhang_and_Elser_367,Boletus_edulis,Boletus edulis,3029f8de-d317-447b-9854-7acd329ab9dd,NA,latitude,60.367
Zhang_and_Elser_368,Boletus_edulis,Boletus edulis,3029f8de-d317-447b-9854-7acd329ab9dd,NA,latitude,62.93
Zhang_and_Elser_369,Boletus_edulis,Boletus edulis,3029f8de-d317-447b-9854-7acd329ab9dd,NA,latitude,62.11
Zhang_and_Elser_384,Boletus_edulis,Boletus edulis,3029f8de-d317-447b-9854-7acd329ab9dd,NA,latitude,33.16
Zhang_and_Elser_385,Boletus_edulis,Boletus edulis,3029f8de-d317-447b-9854-7acd329ab9dd,NA,latitude,59.867
Zhang_and_Elser_391,Boletus_pinophilus,Boletus pinophilus,fa1789ff-270c-4cb2-9268-bbd962dc8289,309751,latitude,59.867
Zhang_and_Elser_392,Boletus_purpureus,Boletus purpureus,3c8fe668-4269-4fb8-95be-8c66ced454eb,NA,latitude,43.396
Zhang_and_Elser_395,Xerocomus_subtomentosus,Boletus subtomentosus,1cb1abd3-36b9-11d5-9548-00d0592d548c,216300,latitude,54.365
Zhang_and_Elser_396,Xerocomus_subtomentosus,Boletus subtomentosus,1cb1abd3-36b9-11d5-9548-00d0592d548c,216300,latitude,54.365
Zhang_and_Elser_397,Xerocomus_subtomentosus,Boletus subtomentosus,1cb1abd3-36b9-11d5-9548-00d0592d548c,216300,latitude,54.365
Zhang_and_Elser_398,Xerocomus_subtomentosus,Boletus subtomentosus,1cb1abd3-36b9-11d5-9548-00d0592d548c,216300,latitude,54.365
Zhang_and_Elser_399,Xerocomus_subtomentosus,Boletus subtomentosus,1cb1abd3-36b9-11d5-9548-00d0592d548c,216300,latitude,54.365
Zhang_and_Elser_400,Xerocomus_subtomentosus,Boletus subtomentosus,1cb1abd3-36b9-11d5-9548-00d0592d548c,216300,latitude,54.365
Zhang_and_Elser_403,Xerocomus_subtomentosus,Boletus subtomentosus,1cb1abd3-36b9-11d5-9548-00d0592d548c,216300,latitude,59.867
Zhang_and_Elser_411,Boletus_appendiculatus,Butyriboletus appendiculatus,31344471-e5a0-4dd5-a351-7a587cb23e5a,803319,latitude,43.396
Zhang_and_Elser_412,Boletus_fechtneri,Butyriboletus fechtneri,4ba44250-a73a-4481-8cf4-51c69d51d82c,803320,latitude,43.396
Zhang_and_Elser_413,Boletus_regius,Butyriboletus regius,e7cdd7b0-d5a8-4250-9dd0-5486fc0dcf17,803323,latitude,43.396
Zhang_and_Elser_414,Calvatia_craniiformis,Calvatia craniiformis,1cb18046-36b9-11d5-9548-00d0592d548c,NA,latitude,33.16
Zhang_and_Elser_416,Cantarellus_cibarius,Cantharellus lutescens,NA,NA,latitude,42.978
Zhang_and_Elser_426,Cantharellus_cibarius,Cantharellus cibarius,1cb18084-36b9-11d5-9548-00d0592d548c,200345,latitude,59.867
Zhang_and_Elser_429,Cantharellus_sp.,Cantharellus sp.,NA,NA,latitude,39.07
Zhang_and_Elser_430,Cantharellus_sp.,Cantharellus sp.,NA,NA,latitude,47.5
Zhang_and_Elser_431,Cantharellus_sp.,Cantharellus sp.,NA,NA,latitude,47.5
Zhang_and_Elser_432,Cantharellus_sp.,Cantharellus sp.,NA,NA,latitude,47.5
Zhang_and_Elser_434,Catathelasma_ventricosum,Catathelasma ventricosum,1cb180a9-36b9-11d5-9548-00d0592d548c,284818,latitude,33.16
Zhang_and_Elser_435,Chalciporus_piperatus,Chalciporus piperatus,1cb1b02e-36b9-11d5-9548-00d0592d548c,311021,latitude,64.233
Zhang_and_Elser_436,Chalciporus_piperatus,Chalciporus piperatus,1cb1b02e-36b9-11d5-9548-00d0592d548c,311021,latitude,59.867
Zhang_and_Elser_438,Chroogomphus_rutilus,Chroogomphus rutilus,1a0406b3-b9c9-4751-b741-9dcdf78523c5,328192,latitude,64.233
Zhang_and_Elser_439,Chroogomphus_rutilus,Chroogomphus rutilus,1a0406b3-b9c9-4751-b741-9dcdf78523c5,328192,latitude,59.867
Zhang_and_Elser_444,Clitocybe_nebularis,Clitocybe nebularis,1cb1b077-36b9-11d5-9548-00d0592d548c,164796,latitude,48.544
Zhang_and_Elser_445,Clitocybe_nebularis,Clitocybe nebularis,1cb1b077-36b9-11d5-9548-00d0592d548c,164796,latitude,48.542
Zhang_and_Elser_446,Clitocybe_nebularis,Clitocybe nebularis,1cb1b077-36b9-11d5-9548-00d0592d548c,164796,latitude,48.636
Zhang_and_Elser_452,Clitocybe_spp.,Clitocybe spp.,NA,NA,latitude,47.833
Zhang_and_Elser_453,Clitopilus_prunulus,Clitopilus prunulus,1cb183a7-36b9-11d5-9548-00d0592d548c,237006,latitude,59.867
Zhang_and_Elser_454,Collybia_sp.,Collybia sp.,NA,NA,latitude,47.5
Zhang_and_Elser_455,Gymnopus_acervatus,Connopus acervatus,15178bfd-034e-4d68-a659-a3053bf6e712,560151,latitude,48.972
Zhang_and_Elser_456,Collybia_acervata,Connopus acervatus,1cb1d478-36b9-11d5-9548-00d0592d548c,560151,latitude,47.5
Zhang_and_Elser_463,Cortinarius_albo-violaceus,Cortinarius albo-violaceus,NA,NA,latitude,59.867
Zhang_and_Elser_464,Cortinarius_strobilaceus,Cortinarius angelesianus,c8107a69-01a9-497e-8bb1-1d5ae1d23df0,285697,latitude,64.233
Zhang_and_Elser_465,Cortinarius_strobilaceus,Cortinarius angelesianus,c8107a69-01a9-497e-8bb1-1d5ae1d23df0,285697,latitude,59.867
Zhang_and_Elser_466,Cortinarius_armeniacus,Cortinarius armeniacus,b68ea46f-35de-4667-817b-bc9ffeb1a804,214592,latitude,60.367
Zhang_and_Elser_467,Cortinarius_armeniacus,Cortinarius armeniacus,b68ea46f-35de-4667-817b-bc9ffeb1a804,214592,latitude,64.233
Zhang_and_Elser_468,Cortinarius_armeniacus,Cortinarius armeniacus,b68ea46f-35de-4667-817b-bc9ffeb1a804,214592,latitude,59.867
Zhang_and_Elser_469,Cortinarius_armillatus,Cortinarius armillatus,04173a3f-5dec-49a8-9628-da459a2745dc,214757,latitude,64.233
Zhang_and_Elser_470,Cortinarius_armillatus,Cortinarius armillatus,04173a3f-5dec-49a8-9628-da459a2745dc,214757,latitude,59.867
Zhang_and_Elser_471,Cortinarius_bataillei,Cortinarius bataillei,c4c4373b-d651-4ce4-849c-0c2243510ffa,107866,latitude,64.233
Zhang_and_Elser_472,Cortinarius_biformis,Cortinarius biformis,9247fda4-188f-4805-a4d7-853128093e4d,213536,latitude,64.233
Zhang_and_Elser_473,Cortinarius_bolaris,Cortinarius bolaris,933a2ec5-166b-423c-8951-f0b45986bb4b,213703,latitude,59.867
Zhang_and_Elser_474,Cortinarius_brunneus,Cortinarius brunneus,2abb391e-0e78-47f7-bcd6-bed8039f9c9f,205231,latitude,59.867
Zhang_and_Elser_475,Cortinarius_camphoratus,Cortinarius camphoratus,45028a15-c7e5-48f4-a0a1-354a0e1a620f,201360,latitude,64.233
Zhang_and_Elser_476,Cortinarius_camphoratus,Cortinarius camphoratus,45028a15-c7e5-48f4-a0a1-354a0e1a620f,201360,latitude,59.867
Zhang_and_Elser_478,Rozites_caperata,Russula macrocystidiata,NA,NA,latitude,64.233
Zhang_and_Elser_479,Rozites_caperata,Russula macrocystidiata,NA,NA,latitude,59.867
Zhang_and_Elser_480,Cortinarius_muscigenus,Cortinarius collinitus,174cd231-a5a9-4c40-91ff-a60e0fe4b7b0,225177,latitude,59.867
Zhang_and_Elser_481,Cortinarius_gentilis,Cortinarius gentilis,bd68590c-76f4-43b1-a40d-9a38d35e0654,222010,latitude,59.867
Zhang_and_Elser_482,Cortinarius_hemitrichus,Cortinarius hemitrichus,1cb1850a-36b9-11d5-9548-00d0592d548c,232850,latitude,64.233
Zhang_and_Elser_483,Cortinarius_laniger,Cortinarius laniger,13c81081-07c7-49fb-a74a-447aeb9c6d04,217440,latitude,64.233
Zhang_and_Elser_484,Cortinarius_laniger,Cortinarius laniger,13c81081-07c7-49fb-a74a-447aeb9c6d04,217440,latitude,59.867
Zhang_and_Elser_485,Cortinarius_limonius,Cortinarius limonius,a0e16776-1c10-451a-9fbd-d2ae183e4d0d,230293,latitude,59.867
Zhang_and_Elser_486,Cortinarius_malachius,Cortinarius malachius,4000a063-95cd-44cb-9f8b-ab55bc0ea79b,223509,latitude,59.867
Zhang_and_Elser_487,Cortinarius_odorifer,Cortinarius odorifer,f1edec31-1228-48f2-a735-c3dcc90a7bf4,169119,latitude,60.367
Zhang_and_Elser_488,Cortinarius_paleaceus,Cortinarius paleaceus,34d49f18-c16f-4cb7-9918-77dfeeaf90c9,158352,latitude,59.867
Zhang_and_Elser_489,Cortinarius_pholideus,Cortinarius pholideus,1cb18512-36b9-11d5-9548-00d0592d548c,151847,latitude,64.233
Zhang_and_Elser_490,Cortinarius_pholideus,Cortinarius pholideus,1cb18512-36b9-11d5-9548-00d0592d548c,151847,latitude,59.867
Zhang_and_Elser_491,Cortinarius_speciosissimus,Cortinarius rubellus,743c6a58-d053-43dd-a219-54ac9cf9b7fb,166839,latitude,59.867
Zhang_and_Elser_492,Cortinarius_scaurus,Cortinarius scaurus,b2377e0b-22ac-4d73-bf4f-95a5a2888ec1,177726,latitude,64.233
Zhang_and_Elser_493,Cortinarius_semisanguineus,Cortinarius semisanguineus,5c65b7a5-5d18-4b71-918d-376741360a73,296569,latitude,64.233
Zhang_and_Elser_494,Cortinarius_semisanguineus,Cortinarius semisanguineus,5c65b7a5-5d18-4b71-918d-376741360a73,296569,latitude,59.867
Zhang_and_Elser_495,Cortinarius_stillatitius,Cortinarius stillatitius,69771943-d01a-4dce-997c-366f234b2a9e,160378,latitude,59.867
Zhang_and_Elser_496,Cortinarius_traganus,Cortinarius traganus,6e3bdcc5-7927-4834-b556-415cc6d2a624,164677,latitude,47.5
Zhang_and_Elser_497,Cortinarius_traganus,Cortinarius traganus,6e3bdcc5-7927-4834-b556-415cc6d2a624,164677,latitude,47.5
Zhang_and_Elser_498,Cortinarius_traganus,Cortinarius traganus,6e3bdcc5-7927-4834-b556-415cc6d2a624,164677,latitude,64.233
Zhang_and_Elser_499,Cortinarius_traganus,Cortinarius traganus,6e3bdcc5-7927-4834-b556-415cc6d2a624,164677,latitude,59.867
Zhang_and_Elser_500,Cortinarius_uliginosus,Cortinarius uliginosus,f4b5d1f4-214c-499c-9d10-9dc7729ef1e9,244207,latitude,59.867
Zhang_and_Elser_501,Cortinarius_vibratilis,Cortinarius vibratilis,e1527181-0545-411e-9bff-37493c7ac07b,239292,latitude,59.867
Zhang_and_Elser_502,Cortinarius_sp.,Cortinarius sp.,NA,NA,latitude,34.2
Zhang_and_Elser_503,Cortinarius_spp.,Cortinarius spp.,NA,NA,latitude,47.833
Zhang_and_Elser_504,Cortinarius_phlemacium,Cortinarius phlemacium,NA,NA,latitude,60.367
Zhang_and_Elser_505,Cortinarius_sp.,Cortinarius sp.,NA,NA,latitude,47.5
Zhang_and_Elser_506,Cortinarius_sp.,Cortinarius sp.,NA,NA,latitude,47.5
Zhang_and_Elser_507,Cortinarius_sp.,Cortinarius sp.,NA,NA,latitude,47.32
Zhang_and_Elser_508,Cortinarius_evernuis,Cortinarius evernuis,NA,NA,latitude,64.233
Zhang_and_Elser_509,Cortinarius_crocea,Cortinarius crocea,NA,NA,latitude,59.867
Zhang_and_Elser_513,Cantharellus_luteocomus,Craterellus lutescens,b1e2e41c-9ac1-433d-9939-6e6e08c3bd44,184644,latitude,33.21
Zhang_and_Elser_514,Cantharellus_luteocomus,Craterellus lutescens,b1e2e41c-9ac1-433d-9939-6e6e08c3bd44,184644,latitude,33.16
Zhang_and_Elser_515,Cantharellus_lutescens,Cantharellus lutescens,dac84810-0087-4a9d-b8e4-55b51c66d9fa,294077,latitude,59.867
Zhang_and_Elser_517,Cantharellus_tubaeformis,Craterellus tubaeformis,1cb18087-36b9-11d5-9548-00d0592d548c,455453,latitude,60.367
Zhang_and_Elser_518,Cantharellus_tubaeformis,Craterellus tubaeformis,1cb18087-36b9-11d5-9548-00d0592d548c,455453,latitude,59.867
Zhang_and_Elser_519,Phlebia_chrysocreas,Crustodontia chrysocreas,1cb1b5f5-36b9-11d5-9548-00d0592d548c,345087,latitude,18.32
Zhang_and_Elser_520,Cyathus_pallidus,Cyathus pallidus,fec412ee-268d-4200-8c57-5fd6135dbdec,215857,latitude,18.32
Zhang_and_Elser_522,Cystoderma_carcharias,Cystoderma carcharias,575d5c95-8cf6-4f47-a312-6b00256c12a7,357219,latitude,59.867
Zhang_and_Elser_523,Dermocybe_canaria,Dermocybe canaria,1cb186b9-36b9-11d5-9548-00d0592d548c,135021,latitude,-43.167
Zhang_and_Elser_524,Dermocybe_spp.,Dermocybe spp.,NA,NA,latitude,47.833
Zhang_and_Elser_525,Entoloma_nitidum,Entocybe nitida,1cb1d4bd-36b9-11d5-9548-00d0592d548c,519992,latitude,59.867
Zhang_and_Elser_526,Entoloma_rhodopolium,Entoloma rhodopolium,32fab5f6-b955-42d0-b9a9-73cf7f3c37b3,NA,latitude,33.16
Zhang_and_Elser_528,Nolanea_spp.,Nolanea spp.,NA,NA,latitude,47.833
Zhang_and_Elser_529,Rhodophyllus_sp.,Rhodophyllus sp.,NA,NA,latitude,47.5
Zhang_and_Elser_543,Fomes_hemitephrus,Fomes hemitephrus,1cb18a82-36b9-11d5-9548-00d0592d548c,201361,latitude,-43.167
Zhang_and_Elser_547,Fomitopsis_pinicola,Fomitopsis pinicola,1cb188e9-36b9-11d5-9548-00d0592d548c,101927,latitude,47.833
Zhang_and_Elser_553,Fomitopsis_roseus,Fomitopsis roseus,NA,NA,latitude,47.5
Zhang_and_Elser_554,Phellinus_torulosus,Fuscoporia torulosa,1cb19911-36b9-11d5-9548-00d0592d548c,474671,latitude,39.003
Zhang_and_Elser_555,Galerina_mammillataGalerina_sideroides,Galerina mammillataGalerina sideroides,NA,NA,latitude,47.833
Zhang_and_Elser_556,Galerina_spp.,Galerina spp.,NA,NA,latitude,47.833
Zhang_and_Elser_557,Gallacea_scleroderma,Gallacea scleroderma,1cb18ad9-36b9-11d5-9548-00d0592d548c,431682,latitude,-43.167
Zhang_and_Elser_558,Ganoderma_applanatum,Ganoderma applanatum,700eda74-3f9b-11d5-bebb-00508bca8de8,119872,latitude,47.833
Zhang_and_Elser_574,Ganoderma_lucidum,Ganoderma lucidum,a50fb528-b360-11d5-bebb-00508bca8de8,148413,latitude,39.003
Zhang_and_Elser_577,Ganoderma_neojaponicum,Ganoderma neojaponicum,b1929248-61c9-47dc-b52a-51a63632a023,272144,latitude,33.16
Zhang_and_Elser_582,Gomphidius_glutinosus,Gomphidius glutinosus,1cb18bdf-36b9-11d5-9548-00d0592d548c,209017,latitude,59.867
Zhang_and_Elser_584,G._roseus,G. roseus,NA,NA,latitude,59.867
Zhang_and_Elser_585,Gomphidius_sp.,Gomphidius sp.,NA,NA,latitude,47.5
Zhang_and_Elser_588,Gymnopilus_junonius,Gymnopilus junonius,1cb18c2d-36b9-11d5-9548-00d0592d548c,331593,latitude,59.867
Zhang_and_Elser_589,Gymnopilus_penetrans,Gymnopilus penetrans,1cb18c2f-36b9-11d5-9548-00d0592d548c,438398,latitude,64.233
Zhang_and_Elser_590,Gymnopilus_spp.,Gymnopilus spp.,NA,NA,latitude,47.833
Zhang_and_Elser_591,Setulipes_androsaceus,Gymnopus androsaceus,b09b05a9-8031-11d5-bebb-00508bca8de8,550654,latitude,61.996
Zhang_and_Elser_592,Gymnopus_aquosus,Gymnopus aquosus,58865005-e547-4d79-8169-444895f60462,437615,latitude,48.544
Zhang_and_Elser_593,Gymnopus_aquosus,Gymnopus aquosus,58865005-e547-4d79-8169-444895f60462,437615,latitude,48.542
Zhang_and_Elser_594,Gymnopus_aquosus,Gymnopus aquosus,58865005-e547-4d79-8169-444895f60462,437615,latitude,48.636
Zhang_and_Elser_597,Collybia_peronata,Gymnopus peronatus,4166cea7-9428-42f0-aef5-60f100e1b118,493829,latitude,60.367
Zhang_and_Elser_598,Collybia_sp.,Collybia sp.,NA,NA,latitude,18.32
