"","Kingdom","Phylum","Class","Order","Family","Genus","Species","ASVs"
"1392","Fungi","Ascomycota",NA,NA,NA,NA,NA,"e8b3e277070decc1fde4f8a2825f896c"
"1393","Fungi","Basidiomycota","Geminibasidiomycetes","Geminibasidiales","unidentified","unidentified","unidentified","283f03f857a9720e105e3939693f4a34"
"1394","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Thozetella","unidentified","74def0d30ef54abf4affa1b03266ac7e"
"1395","Fungi","Ascomycota","Dothideomycetes","Hysteriales","unidentified","unidentified","unidentified","2e94aa38011fe2f9f61bb1c474e48fef"
"1396","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Tremateia","unidentified","ca9b648f2f803508fb3cd3a6107a126c"
"1397","Fungi","Ascomycota",NA,NA,NA,NA,NA,"30ba0e12a140674a08848b6aae336f78"
"1398","Fungi","Ascomycota",NA,NA,NA,NA,NA,"0dea97df8e7f04bc56b3f49d9b8fc2f4"
"1399","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Achroiostachys",NA,"1b860135462a666a9dcc01eb86708195"
"1400","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria",NA,"ed22efabf31aafef3464e70565770dac"
"1401","Fungi","Ascomycota",NA,NA,NA,NA,NA,"7cc2ebbca48a13e313634e6863ed0613"
"1402","Fungi","Basidiomycota","Agaricomycetes","Tremellodendropsidales","unidentified","unidentified","unidentified","15eac1ab8bad6f220724d40301b42412"
"1403","Fungi","Basidiomycota","GS25","GS25","unidentified","unidentified","unidentified","a3ae504271ea15a3efd990087ff40c1b"
"1404","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA,"dea6289e111ab76dc96632af2f8d5e5f"
"1405","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Tylosporaceae","Amphinema","unidentified","ee24c82e36a21c626b54b4af6478fe32"
"1406","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron_chlamydosporicum","c67f9f123e0b6684b9a6dde41622c3bd"
"1407","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Leohumicola","unidentified","435e300ced1582fa0c8233b5d189eba1"
"1408","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"5ed90c3a053949404b0268b9c09eb295"
"1409","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon","unidentified","d42966eb6ee1f629fb820a4563e90b78"
"1410","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","unidentified","d7385fa2a00530ab922b0b5f5b37d042"
"1411","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_humilis","977bd6b433ffd3cce0a49afd9aa08503"
"1412","Fungi",NA,NA,NA,NA,NA,NA,"ccb12e48f51610b23d67b26915300250"
"1413","Fungi","Ascomycota","Eurotiomycetes","Phaeomoniellales","Phaeomoniellaceae","Aequabiliella","Aequabiliella_effusa","3b899fc28a7d0f4b7b8c894f0ed2da62"
"1414","Fungi","Ascomycota",NA,NA,NA,NA,NA,"20e2e0b13b242a99685d72696ddbcbee"
"1415","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Powellomycetaceae","Fimicolochytrium","Fimicolochytrium_jonesii","df78680ebc5bde4d675fe5ab59c4c8df"
"1416","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA,"569a4818a364813b709f273aaa5ba9b7"
"1417","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavulinopsis","unidentified","0ff4d8887ead6947c7434a2f12f6fa25"
"1418","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius",NA,"b8d6fadc5c1513b357804739cae33485"
"1419","Fungi","Ascomycota",NA,NA,NA,NA,NA,"2eb8e788a82a639a9d30daeb0fcaa34c"
"1420","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_turci","e0c61564cc1d59419e997b12987db06a"
"1421","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",NA,"aa9588130bb94e4126bcc341ef5cbbb5"
"1422","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA,"0154ac527c4618702b70a4fc260ec734"
"1423","Fungi","Ascomycota",NA,NA,NA,NA,NA,"2be1eadc7e3311214318a4531b173326"
"1424","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","unidentified","unidentified","6cb44a8890e8978275533f1f7c3f7012"
"1425","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",NA,"c6956226a54f956fd273a3df3d9676be"
"1426","Fungi","Ascomycota","Sordariomycetes","Pseudodactylariales","Pseudodactylariaceae","Pseudodactylaria","Pseudodactylaria_xanthorrhoeae","6cca6f21c0856149a7e6fea409b7ae1e"
"1427","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Conlarium","unidentified","1bffb044713c9b0b4a878cea18c18aac"
"1428","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","unidentified","unidentified","9a287451b14a4948cc88e9b2f661df65"
"1429","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","Coniochaeta_ellipsoidea","01845d4c824f5b95900357661281ac13"
"1430","Fungi","Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora","unidentified","8d9eb0be6de546af04f2db4990948932"
"1431","Fungi","Ascomycota",NA,NA,NA,NA,NA,"03ce9d4ad327505c9378b03f716fbe38"
"1432","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,"a597f2ca0b9fb95ecdbf4b3c439f3ff3"
"1433","Fungi","Ascomycota",NA,NA,NA,NA,NA,"f27b1b24210975b4d9123a514fd2da04"
"1434","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Pilodermataceae","unidentified","unidentified","2634d937cc76ea5bffe8fdb2a947a38e"
"1435","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiotremataceae","Atrocalyx",NA,"a99a70f742363e5e9af92bd2bd4265b0"
"1436","Fungi",NA,NA,NA,NA,NA,NA,"f186dd2366f53667582bf18ef47fa76e"
"1437","Fungi","Ascomycota",NA,NA,NA,NA,NA,"8f9c2ef05986a3099ebf76496bcd14f4"
"1438","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Clitocybe","Clitocybe_ulmicola","446e6695768e9f8251548882c9437c13"
"1439","Fungi","Ascomycota",NA,NA,NA,NA,NA,"81496b2f4cf80a967e50cadcff4a2e21"
"1440","Fungi","Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora",NA,"6b723a4d3fd38f7b2abf6e8df28159c3"
"1441","Fungi","Ascomycota","Dothideomycetes","Mytilinidales","Gloniaceae",NA,NA,"68fd04baec3e2f5dc9beaf0a1e0d0e5b"
"1442","Fungi","Ascomycota",NA,NA,NA,NA,NA,"9112890971d1b8134442a2202a7c41ac"
"1443","Fungi","Ascomycota","Dothideomycetes","Mytilinidales","Gloniaceae","Cenococcum","unidentified","df1af20ca482f19448d2f5ad922d6261"
"1444","Fungi","Ascomycota",NA,NA,NA,NA,NA,"16b303d6b4db2765a2d48b20947f350a"
"1445","Fungi","Ascomycota","Geoglossomycetes","Geoglossales","Geoglossaceae","Geoglossum","unidentified","072721a87a21fd2ac78a5f4b3dc527c2"
"1446","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,"0eab3289074e8bb236ad78cc13b24060"
"1447","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Microbotryomycetes_fam_Incertae_sedis","Colacogloea",NA,"529e62be7139eed544be71418b4e63fc"
"1448","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Toxicocladosporium","Toxicocladosporium_strelitziae","74aeec140d2f09297896a19b643f1f7d"
"1449","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"da7f085b26264f3541de06203e7322d9"
"1450","Fungi","Basidiomycota","Tremellomycetes","Tremellales","unidentified","unidentified","unidentified","da3a120dae1492787b1d433c7399e7b6"
"1451","Fungi","Ascomycota","Xylonomycetes","GS34","unidentified","unidentified","unidentified","ae9de7837adb3bcbb8d81fcb5ab371b6"
"1452","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,"2281d3fc6b65de31cee090842f669e1a"
"1453","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,"c13260adbc95ca7b590bf1636dfcaf0a"
"1454","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita_variicolor","21a6150263035d978d9e32b597e9bb38"
"1455","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","unidentified","unidentified","unidentified","816fb2a9e0415b06c8fa105f71042fd4"
"1456","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae",NA,NA,"9a4d5adfde7c1122e38ddbed3f0cea22"
"1457","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces_rubicundus","84cf78560649633956be06e5e6069527"
"1458","Fungi","Ascomycota",NA,NA,NA,NA,NA,"4e05d8a05b898c6008587a330e1a47ac"
"1459","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Coniothyriaceae","Coniothyrium",NA,"3d94c1df88efcccb6d5ccf03556fcb03"
"1460","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"028fd6fcf7420126c49b2158d5817f81"
"1461","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,"1106947af1414e730cb8e79ab539accd"
"1462","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA,"601cd06a684b2747c59608b6b1378e12"
"1463","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","unidentified","unidentified","39eea9acac635808d2a296bac7495e79"
"1464","Fungi","Basidiomycota","Agaricomycetes","unidentified","unidentified","unidentified","unidentified","f0881a10574f7b4452cbc9abba7b7dd4"
"1465","Fungi","Ascomycota","Sordariomycetes","Hypocreales","unidentified","unidentified","unidentified","ce03a084158fff46d6c57bd8f1210fd4"
"1466","Fungi","Ascomycota","Dothideomycetes","Venturiales","unidentified","unidentified","unidentified","45505fc8719fc4f00ae7b241709373ad"
"1467","Fungi","Ascomycota","Dothideomycetes","Mytilinidales","Gloniaceae","Cenococcum","Cenococcum_geophilum","c12b556ffdc3409d8e5eb896ee7f92db"
"1468","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"2acbab84c40b192e96b4c39101a0d26e"
"1469","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Ilyonectria",NA,"c4909d12851920c3036d821ee51d8a4f"
"1470","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"d4677ebfa3bbebf4821353dfa04eab6b"
"1471","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",NA,"69b535ffddce650f32aafb52fe0da5ae"
"1472","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Neptunomyces","Neptunomyces_aureus","f351ea9dc7ee4529fd86687dca65a99c"
"1473","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces",NA,"9b2f11b673025335272f501f09ee7921"
"1474","Fungi","Ascomycota","Dothideomycetes","Mytilinidales","Gloniaceae","Cenococcum",NA,"1e2dd2ede9b886e9af3837b04cff2ee3"
"1475","Fungi",NA,NA,NA,NA,NA,NA,"bbacd2192c439edfd28fb1b3807f357b"
"1476","Fungi","Basidiomycota","Tremellomycetes","Tremellales","unidentified","unidentified","unidentified","d54d8efec6b9f88b09cf6fa9ba01b4f5"
"1477","Fungi","Ascomycota","Dothideomycetes","Mytilinidales","Gloniaceae","Cenococcum","unidentified","615d5a0125afc1c54a6e51bccc18ea09"
"1478","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"74c9600f030b6237140af0ebbdd58e02"
"1479","Fungi","Ascomycota","Dothideomycetes","Venturiales","unidentified","unidentified","unidentified","dae442408ccd9f35d3a5a9d562806245"
"1480","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_globalpina","b54388e5f6a01ae3c82691684aa737b6"
"1481","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","unidentified","aad4b026209b252e6d7f8fb022b31497"
"1482","Fungi","Ascomycota",NA,NA,NA,NA,NA,"5bbd528ed4c9400ec0388a18ddece58d"
"1483","Fungi","Ascomycota",NA,NA,NA,NA,NA,"718fef4d5fe0fd47a0ba81718befa8e7"
"1484","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Neptunomyces","Neptunomyces_aureus","bb4ec1603ec7b8c1bf7c40c039277b2e"
"1485","Fungi","Basidiomycota","Agaricomycetes","Phallales","Clathraceae","Protubera","unidentified","ec79bf96b0f89f4b7747e6de5d5c52d4"
"1486","Fungi","Ascomycota",NA,NA,NA,NA,NA,"04c88b113c5587bad6cbc764dc5e08db"
"1487","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lepiota","Lepiota_clypeolaria","223cf5be75a867c15a5afbbd4ad14f3d"
"1488","Fungi","Ascomycota",NA,NA,NA,NA,NA,"7c687e2b16ab0799d8b57c7fc5cb9a78"
"1489","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraphaeosphaeria",NA,"d7d666b3f3283517f800a888fb0003a1"
"1490","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,"3d6943986a651f22431f8848a9b19d89"
"1491","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA,"3f81b6da4ac9837dfed6aff4b01557ee"
"1492","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,"755ba0fbb810685682790202841931ec"
"1493","Fungi","Ascomycota","Dothideomycetes","Mytilinidales","Gloniaceae","unidentified","unidentified","534e0eb866bdd236f55db645bbcb12e0"
"1494","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces_pseudostromaticus","7cc20a8162637e33e214953a957536e4"
"1495","Fungi","Ascomycota",NA,NA,NA,NA,NA,"6def00dd815d21345e3692a229c0c9d5"
"1496","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","unidentified","unidentified","32e11d3463f5f7ce507a7d089abe579b"
"1497","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Infundichalara","unidentified","6945006065339affb4cd49dcadc03703"
"1498","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_rimosoides","e70615864f8ecf96b499c566be7d6160"
"1499","Fungi","Ascomycota",NA,NA,NA,NA,NA,"2c22c417cf974930241945228b4d8be8"
"1500","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"4e15776218a5e125bde6897b8f8f19ba"
"1501","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius_vernus","564925ae4e80d975a89339e481801c90"
"1502","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Acrodontium","Acrodontium_crateriforme","2c27ca704b17c0abdd2046ace4cf2591"
"1503","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA,"d9c1c7de3dc3236103e115af10d020f8"
"1504","Fungi","Ascomycota",NA,NA,NA,NA,NA,"2a4b279082d52c6b359fb39752cc6cd7"
"1505","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium",NA,"8240eaf003ed8d2e1bada180e47d9deb"
"1506","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_solani","d6437e39614381417986997d66eb011c"
"1507","Fungi","Basidiomycota","Agaricomycetes","Auriculariales",NA,NA,NA,"b0ea8b804bd269376b64569ef4d44a76"
"1508","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius_chrysorrheus","51f50372a333e2e78b65d5651153d75a"
"1509","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Devriesia","Devriesia_acadiensis","63d70f8ecac26836057b51e442ebe6a5"
"1510","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA,"42c899991453582de2ad68f8d077299c"
"1511","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,"52348b04165b04ceb2d4a6cd28b9ed2f"
"1512","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Setophoma","Setophoma_terrestris","41d74e4779ac846a8c0dfc4dbeb65656"
"1513","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_petiginosa","5b31c1d25868aeca942277ffb64c3875"
"1514","Fungi","Ascomycota",NA,NA,NA,NA,NA,"f883432f08a6364dee87da0e803bb499"
"1515","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius_camphoratus","82747180dcbf7b7d27c24a34ec12e009"
"1516","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"9d2f563963ecccdd4a0c190636522b8b"
"1517","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","56af0b9a65e4e760e34ef0e28d4aa749"
"1518","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum",NA,"48b43185840dcb04f61f952189f96988"
"1519","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","unidentified","unidentified","7aa411358ffc170f6891fe40d2b7e411"
"1520","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Infundichalara","unidentified","ec78f89e75ce8f81d4a8a10975c99b6c"
"1521","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium","Metarhizium_anisopliae","b335b3ef0f5dba1635bf0e0014c18f02"
"1522","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","unidentified","feb9e6ede4cb97b02e44d484414375c5"
"1523","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae","Rhizosphaera","Rhizosphaera_kalkhoffii","d5e2b2bbb41a5e0a83232db7d42beb63"
"1524","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","Schizothecium_vesticola","0f2a434f2397e8d322c6285e275dc33e"
"1525","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Diplodia",NA,"c1088da4fb8dcee52d35c926c93faf33"
"1526","Fungi","Basidiomycota","Geminibasidiomycetes","Geminibasidiales","Geminibasidiaceae","Basidioascus","unidentified","11201f01b75694640d656c6f0899fba5"
"1527","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","unidentified","9f6016f57d81c4b8b49924f68269f514"
"1528","Fungi","Ascomycota","Eurotiomycetes","unidentified","unidentified","unidentified","unidentified","1e4cad13645115ae1713fa460cb31c8e"
"1529","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,"2f14db985337bf7e8038dbef58d4f0b3"
"1530","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"485f44ac91570a374b3b724417469266"
"1531","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","unidentified","unidentified","unidentified","490699ba182f8b2d32b1cb8d7d8b138e"
"1532","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","0d1b9c3c3c5bd8ea0023e736a89adf8b"
"1533","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Leohumicola","unidentified","ccfed1ef0a13a70652e7c19bfbe4aaa9"
"1534","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Rasamsonia","unidentified","9641c7fd0e9cda7182a3ae15dd97ca01"
"1535","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Corticium",NA,"468540e524d079df33cd83862c001407"
"1536","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Bankeraceae","Hydnellum",NA,"581c39444bf7c864c6f8e282124b1b0b"
"1537","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia","unidentified","c5a787a368128d05055b8980fe87d1b6"
"1538","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Tylosporaceae","Amphinema","unidentified","8e00405d4340a2bed6e329a9a5eeba3f"
"1539","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","unidentified","766300d6430f9c6000cbb9a8881ae4a5"
"1540","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,"fcb66ab0d89ccab50bb8602315b88440"
"1541","Fungi","Ascomycota","Dothideomycetes","Venturiales","unidentified","unidentified","unidentified","19e6ebd8e89f7b7584b754f1f4a2ada1"
"1542","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"b2bff1a2ba960224786e9194257f4de0"
"1543","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,"b232bc53dd1877d3be0ca8878711faac"
"1544","Fungi","Ascomycota",NA,NA,NA,NA,NA,"d2ebfbc17b2227b2dc3f072fabf1be0f"
"1545","Fungi","Basidiomycota","Agaricomycetes","Agaricales","unidentified","unidentified","unidentified","d56d3cba5bd270018085057d77d65e41"
"1546","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","unidentified","unidentified","58b326065659083af9d2c7b76a2597ae"
"1547","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,"cafe9017f7982853ded600b65fb2b747"
"1548","Fungi","Ascomycota",NA,NA,NA,NA,NA,"63cc41624f375f06ba035ec0877be019"
"1549","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia","Periconia_lateralis","30eb24c72898cc40eebf48fb3bff8c5e"
"1550","Fungi","Basidiomycota","Spiculogloeomycetes","Spiculogloeales","unidentified","unidentified","unidentified","aa01af8fa9966d3592e0f62e9b72e5c5"
"1551","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Paecilomyces","Paecilomyces_maximus","1be7c5366ea8a1036faba34529a64349"
"1552","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","a6ea28d2d2852891d4e148f02d5bc58e"
"1553","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,"c16769e431d2d4076f34310952d7303e"
"1554","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitopilus","unidentified","29b9b2ef899e27110b5beb069d2ce80b"
"1555","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","unidentified","ece737a1fdec78f17f70401c5ca18ccb"
"1556","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Rhexocercosporidium","Rhexocercosporidium_panacis","1baa555d8d3045bd8d527b5626fc852f"
"1557","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","7fb18ecda8e912ba89946c53c84c4186"
"1558","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,"b38fbc07aa0900ad2b9fc61554b392ad"
"1559","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,"2b580c9b26fe5cc539635baeb78e8d54"
"1560","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","unidentified","unidentified","d7abb6d0ac162d552c63a1760ca10c34"
"1561","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Bankeraceae","Hydnellum",NA,"09cfd1a16f869115479913bf2b733730"
"1562","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,"1b9bee745069c58beabb28d1f78ca8c3"
"1563","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"bf84306193b4a41cab3f6f253a33bcf4"
"1564","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Leohumicola","unidentified","d88604e7cd49fb901079091a343fb6df"
"1565","Fungi",NA,NA,NA,NA,NA,NA,"d89af8d1ea4c7b001ca1536ec0a99a86"
"1566","Fungi","Ascomycota","Dothideomycetes","Venturiales","unidentified","unidentified","unidentified","041a40c067f94ccc47a3fbdfb3cf2b70"
"1567","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","a57d731df63e9d73036d965f14190995"
"1568","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium_persicinum","0085dba6843f52e2de3a37488264d874"
"1569","Fungi",NA,NA,NA,NA,NA,NA,"b60227348a87b85b54b7dfeb294a3661"
"1570","Fungi","Basidiomycota","Agaricomycetes","Auriculariales",NA,NA,NA,"1020fdadb10f10d6534e1ef778c2fc37"
"1571","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Devriesia","Devriesia_thermodurans","238f396d3b6b1d2d4e04ca54012bb74c"
"1572","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"3632581751fe3d8e6042d37dbdeecc3b"
"1573","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma_viride","9cfd27264c5bbee58fee65a790a3d739"
"1574","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","e28adb9bd8a695aa3149cc3b6153ee0b"
"1575","Fungi","Ascomycota",NA,NA,NA,NA,NA,"260ef21a6f56651c12f418dfdc788828"
"1576","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,"c08f057228b35f5c0c26c2bb2b8f4846"
"1577","Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae","unidentified","unidentified","d213d87ecc3f1f5e21e40a4b7ea7abd4"
"1578","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Mycena",NA,"2f360d5236151bdce664996d76a30695"
"1579","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","unidentified","unidentified","c2df1175b2210198618705433118bd00"
"1580","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_lilacea","9616fc29d45034819848d83f86db0b48"
"1581","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Epicoccum","Epicoccum_nigrum","496ac8286ffb752f24470b47257ee3e8"
"1582","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"d74bd73824e7436371fcedcb8ca5ee15"
"1583","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella",NA,"dbfa26d980eaa63778e9039fb66399c6"
"1584","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","unidentified","unidentified","842bd6c410489b89fbdf3a5503459146"
"1585","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","unidentified","unidentified","22c9df99c843a5abda499f5c30690f2f"
