"","Kingdom","Phylum","Class","Order","Family","Genus","Species","ASVs"
"2751","Fungi","Ascomycota",NA,NA,NA,NA,NA,"f74829e5ea28ff516ca877674e1c4a7d"
"2752","Fungi","Ascomycota","Dothideomycetes","Venturiales","unidentified","unidentified","unidentified","6af6f20a41e690e002b918fb4d4cc68d"
"2753","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","41888ece58f2f439a1a2203167163d36"
"2754","Fungi","Ascomycota","Sordariomycetes","unidentified","unidentified","unidentified","unidentified","67c09e5730bd6916cda6274caff98b30"
"2755","Fungi","Ascomycota",NA,NA,NA,NA,NA,"b1257f801c0db6f54cb3a7ba28560d9d"
"2756","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Achroiostachys",NA,"bc66743e0470f1056bf36b1aa6e6b740"
"2757","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Neodevriesiaceae","Neodevriesia","Neodevriesia_poagena","02e4f13fa3c00438d032d1d202d23e41"
"2758","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","unidentified","unidentified","129d7e1be32c718bc545819640b2b498"
"2759","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","unidentified","unidentified","unidentified","632b0ea736c66d171963a7f5575fe9fa"
"2760","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",NA,"40c17ba948f5e4deec93449726e7be23"
"2761","Fungi",NA,NA,NA,NA,NA,NA,"0e383800009db534f3e85c41a3a7e426"
"2762","Fungi","Basidiomycota","Agaricomycetes","unidentified","unidentified","unidentified","unidentified","0c807b15e6e868f13cf24745d15e1c40"
"2763","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius",NA,"27279260d307c7087da3087f35669dc3"
"2764","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema",NA,"ce30b77e66d74cfa677b0939f0889a4f"
"2765","Fungi","Ascomycota","Eurotiomycetes","unidentified","unidentified","unidentified","unidentified","c8e773a1c90a0ac3e53290554f1d8269"
"2766","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Sebacina","unidentified","9bb783420e2cf2235ed128e8192a91f6"
"2767","Fungi","Basidiomycota","Tremellomycetes","Tremellales","unidentified","unidentified","unidentified","cfe4cadb9dbdc6c1e19b4b7170196971"
"2768","Fungi","Ascomycota","Orbiliomycetes","GS33","unidentified","unidentified","unidentified","899dad2b484e3347e511ff79555e45b6"
"2769","Fungi","Ascomycota","Dothideomycetes","Mytilinidiales","Mytilinidiaceae",NA,NA,"c75150744fbb7ee4c8b1fe466a061016"
"2770","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae",NA,NA,"5f1bfc39a291dfce9f29b2e9868b7e8b"
"2771","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_griseascens","a3befec342543874e5157feaba587029"
"2772","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaetopsis","Pyrenochaetopsis_leptospora","43741602846db20c74d9cf8fc6cfd927"
"2773","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","ea197cd1e3a51f953901654eeb1b1d3c"
"2774","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Thyridariaceae","Neoroussoella","Neoroussoella_heveae","76a57162275d1ddd4192b784ae673b8d"
"2775","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Valsaceae",NA,NA,"1c5f6c3a03e53d91f61113ce050ea959"
"2776","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,"54c08601009dc3aeaaffdd5566c57278"
"2777","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","unidentified","unidentified","7474dfc05a991e1d04f6d5fa981cfa36"
"2778","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavaria","Clavaria_fragilis","0dc06354a98694179800ade15bbe48df"
"2779","Fungi","Ascomycota",NA,NA,NA,NA,NA,"99a0b5126bc0b2e0a8f598379387c285"
"2780","Fungi","Basidiomycota","Tritirachiomycetes","Tritirachiales","unidentified","unidentified","unidentified","1b8a07e748bf5288d30d67c3ef8f9f95"
"2781","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_punicea","45b6465211aa05d13ea705825bd31096"
"2782","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcosomataceae","Plectania","unidentified","44b6972e50e05e177fc8c1dd7b833ff4"
"2783","Fungi","Ascomycota",NA,NA,NA,NA,NA,"d9a15c3e9b56635c8b0b6195c98a702f"
"2784","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Dictyosporium","Dictyosporium_heptasporum","83286e51e092ff90b4a3f0b761a94c77"
"2785","Fungi","Ascomycota","Dothideomycetes","Hysteriales","unidentified","unidentified","unidentified","dd45cb2f66c775bd36d3cf71732975c7"
"2786","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","Paraphoma_chrysanthemicola","90f60bd555ab4ead668577da2161f36e"
"2787","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Thelebolus","Thelebolus_balaustiformis","be40a5162e735e582753df454aa898de"
"2788","Fungi","Ascomycota",NA,NA,NA,NA,NA,"f228719e7637369075c63889d04bdcf1"
"2789","Fungi","Ascomycota","Dothideomycetes","Mytilinidales","Gloniaceae","Cenococcum","Cenococcum_geophilum","39c8ec447d33913256e1b2070d8bdec9"
"2790","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","457cb69b60a538675c777e0cde63f69c"
"2791","Fungi","Ascomycota",NA,NA,NA,NA,NA,"a1770a53cca25bd0c75b64abc50e1b0d"
"2792","Fungi","Ascomycota",NA,NA,NA,NA,NA,"d0cf25ad068ce7775906704666617053"
"2793","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","1cd6e42d33d37fa629a034196210b88b"
"2794","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae","Laccaria",NA,"3352c802b7dbd88ab7afe8b0c5cdb274"
"2795","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Stachybotrys","Stachybotrys_limonispora","b78e69148587c8d9eabcb949da0fd025"
"2796","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Trichocladium","Trichocladium_pyriforme","bc03bbbac802708264d760b4d6a83359"
"2797","Fungi","Ascomycota","Leotiomycetes","Helotiales","unidentified","unidentified","unidentified","34214e8ec51b9388c0de574b39103de9"
"2798","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae",NA,NA,"895adf5d2a09fb6738d19270d170d9e8"
"2799","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"dba46b926d13126fbcfaacea4f16d9dc"
"2800","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_petiginosa","3ae0247190701d1cc032b71a266b697b"
"2801","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","dc7850d12fe7a9f6024d135e93ef4e39"
"2802","Fungi","Ascomycota","Dothideomycetes","Mytilinidiales","Mytilinidiaceae","Pseudocamaropycnis","Pseudocamaropycnis_pini","4e1d0bf1f1d4bffd35ff8c08a0ecd023"
"2803","Fungi","Basidiomycota","Agaricomycetes","Russulales","Lachnocladiaceae",NA,NA,"a16630e1c11b2fc2a3cb2f945ae3f2d1"
"2804","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria",NA,"a314aa54027e8c610e9e9d265b5e7646"
"2805","Fungi","Ascomycota",NA,NA,NA,NA,NA,"951288de6482196df27aaa1919fcbd8c"
"2806","Fungi",NA,NA,NA,NA,NA,NA,"121c57797a2e7dd0db5cc70dd887818c"
"2807","Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Scleroderma","Scleroderma_polyrhizum","b3983254fbe12beadd864ca09fb60017"
"2808","Fungi","Ascomycota","Eurotiomycetes","unidentified","unidentified","unidentified","unidentified","056d0c4c3e6da59292c5559ddad43be0"
"2809","Fungi",NA,NA,NA,NA,NA,NA,"12eac403d735c50b7dceb788ae394e43"
"2810","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"7df4a845a468b34ca7921b4b740b25aa"
"2811","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Tremateia","unidentified","f8b25361245ee686019a85f7c025f5f4"
"2812","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae",NA,NA,"2e3369f46840f268c40867115eea05d2"
"2813","Fungi","Basidiomycota","Agaricomycetes","unidentified","unidentified","unidentified","unidentified","325e8288806efad7f69c5ec16a2915d0"
"2814","Fungi","Ascomycota",NA,NA,NA,NA,NA,"bc430564d731438deee2630dad7ea98d"
"2815","Fungi","Ascomycota",NA,NA,NA,NA,NA,"413f64272bf453d1686f0364d11a78f9"
"2816","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius","Marasmius_leveilleanus","713dbc82e048df3cb59362f72efd8c43"
"2817","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","unidentified","unidentified","628f5bdfa1f28516440f7c403ec45694"
"2818","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Hymenochaete","Hymenochaete_cinnamomea","5333fa23cf79d5c1c111ddb6482c77f6"
"2819","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitopilopsis","Clitopilopsis_hirneola","031692cd34d0a96639064fd0d909fe4c"
"2820","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae",NA,NA,"fb27688399f09017f3b536642cbeb478"
"2821","Fungi","Basidiomycota","Tremellomycetes","Tremellales","unidentified","unidentified","unidentified","d94004d8562c9efe418cbf2afb0ef12a"
"2822","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","unidentified","unidentified","c0e8e41f922fb42b5ebd9dd6b2079599"
"2823","Fungi","Ascomycota","Sordariomycetes","Hypocreales","unidentified","unidentified","unidentified","ddb98cc79000f3480452de44efde727c"
"2824","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_citreosulfuratum","1a4649ec6bb6765379455c4c703ab59f"
"2825","Fungi","Ascomycota",NA,NA,NA,NA,NA,"bdc91dbc882f20c9e2691696fba513f8"
"2826","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,"68d6737c1d69929c79198f7fdf141e9d"
"2827","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius",NA,"12ad8c92266567d978fc19da50c056cf"
"2828","Fungi","Ascomycota",NA,NA,NA,NA,NA,"e08c1b328064827c7fd25ee4dae7b154"
"2829","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,"4d93e30455a2bda51f70beca2279aadb"
"2830","Fungi","Ascomycota",NA,NA,NA,NA,NA,"afa5269b82de25d2e58f0f871f485ab9"
"2831","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","unidentified","unidentified","2ab314e77963b5cb451b2ba0344f8cb4"
"2832","Fungi","Basidiomycota","Agaricomycetes","Sebacinales",NA,NA,NA,"bb5bf95ca649b0fd7e83eddeb6b4190e"
"2833","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Paramycosphaerella","Paramycosphaerella_wachendorfiae","62f9ccb9ba8db91c2895ef98b226356c"
"2834","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,"5559b0c0d7bc4cf3143121bddde1e45c"
"2835","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces_islandicus","9f1c4c6ab2c9b15ec084a72a471272de"
"2836","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum_kuharii","733c61d6f718489c0942de5769cdcb4e"
"2837","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,"c5ccf93c5af4affb9d5b1b55f2865da1"
"2838","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius",NA,"20288def40ba0db2ebcd8288f9c19c70"
"2839","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"9a7d8574034492f41f8b2f09427c1000"
"2840","Fungi",NA,NA,NA,NA,NA,NA,"372b0f4f10119fa0635f13fa86f67403"
"2841","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,"54a7284ae62043644821c77fd06bb922"
"2842","Fungi",NA,NA,NA,NA,NA,NA,"8f67e2c7e867fa78fcbc626ac6b24fbe"
"2843","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Tylosporaceae","Amphinema","unidentified","f6a0175e79fbbfceb017582e6975480e"
"2844","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariales_fam_Incertae_sedis","Robillarda","Robillarda_sessilis","00bbddf2531f731c96159cf705c52624"
"2845","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","unidentified","ce74320131eb432ee036d404fa8525f9"
"2846","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA,"65e3c93d7cde08b619f5028006ddc04c"
"2847","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletales_fam_Incertae_sedis","Leucogyrophana","Leucogyrophana_olivascens","18464c04aa6c35a648ddbe056feb981a"
"2848","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Leohumicola","unidentified","bb117c7c08206f0f9925e644b08f1e20"
"2849","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces",NA,"4bfa8cd51c0ca93b297fdc2170583dbc"
"2850","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactifluus","unidentified","bbb1148ec88e2cc3e48ef2cb02ff5539"
"2851","Fungi",NA,NA,NA,NA,NA,NA,"328838305ea27a64ebacec21993e3959"
"2852","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,"a34fe26b5551b1c7b689ccf58d16e4bf"
"2853","Fungi","Ascomycota","Pezizomycetes","Pezizales","unidentified","unidentified","unidentified","9ca4bc077e7c004883f176bb88539190"
"2854","Fungi","Ascomycota",NA,NA,NA,NA,NA,"d337ab41e9adf2a87f35b28b63fff042"
"2855","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"262c2d9abb4432acfa8124899d21d080"
"2856","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","ef190e20e22f5483b3d0201678d4d088"
"2857","Fungi",NA,NA,NA,NA,NA,NA,"b406bcfe730d87ddec38f788ca3aa279"
"2858","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,"d8cedaaf3184304c11ed584fb62e997d"
"2859","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"932559b8158e8617557de1c6e8e5bf21"
"2860","Fungi",NA,NA,NA,NA,NA,NA,"4a18ba162b8e9dbf0d33e1285253dd3b"
"2861","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Xylogone","unidentified","357d282455be9501479dbfd2eda02686"
"2862","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,"eff7a601bf6ea68595ef480d500e018a"
"2863","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Lycoperdon",NA,"666d361078024632b8a898dc1ea4f823"
"2864","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,"9489eb8b9ecb542cb8ce35fcaa55f888"
"2865","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae",NA,NA,"cd013699f17cc9eac11a10e1efc50f6a"
"2866","Fungi",NA,NA,NA,NA,NA,NA,"5bb917c98b8338e9a9156d02a73db9db"
"2867","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","unidentified","unidentified","64cc0a2804b400fda4e503ff1003f207"
"2868","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Bulleribasidium",NA,"6f4b336ab8b936149ef392fb8c9d70b8"
"2869","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavaria","unidentified","ea3952e6ed5218633cbf9be4647459da"
"2870","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"43197e636b284c8e19df8f1635f6ec46"
"2871","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Dactylaria","Dactylaria_fragilis","dbd52a1a2c6a8b4abf4edd8400f83eff"
"2872","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","unidentified","unidentified","unidentified","7ef100a30a4c80a6b3eba1b843cb83d0"
"2873","Fungi","Ascomycota",NA,NA,NA,NA,NA,"c5dad650135362c4cc97e70923832863"
"2874","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Absidia","Absidia_cuneospora","371014d1e5e121ce378370d24f036fb3"
"2875","Fungi","Ascomycota","Sordariomycetes","Hypocreales","unidentified","unidentified","unidentified","02300d11e7567f923ffbe276efc414ff"
"2876","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus","Thanatephorus_cucumeris","091843ad3dc87b91ba83dd8a2f9a9ce6"
"2877","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Morosphaeriaceae","Acrocalymma","Acrocalymma_fici","eb87496df5f2d5932e3a6c30c2e078e6"
"2878","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius",NA,"d20b797f573eb9506641fa8c1e66502f"
"2879","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA,"e4bcf1303f9ef95e47a7d0eec7365734"
"2880","Fungi","Ascomycota",NA,NA,NA,NA,NA,"24a9d37c5c32da58ed1e5449626b4072"
"2881","Fungi",NA,NA,NA,NA,NA,NA,"6b1a78e52f349b03578e21c9813dfed2"
"2882","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","unidentified","f428ac153726bdb5deee7df58bffe75e"
"2883","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita","unidentified","d8191ea79f014b547307e5e8f9d9a188"
"2884","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcosomataceae","unidentified","unidentified","a0ade0d04fcf4c1804db9ae24709cc51"
"2885","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius",NA,"e8e3ed9fb769dcc8629557cc98dc2dd9"
"2886","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA,"354d0968a16c5cf1eaa07fe6bbc6cce3"
"2887","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Meliniomyces","unidentified","abb8eaf668e727bf90d6dc62112e65bb"
"2888","Fungi",NA,NA,NA,NA,NA,NA,"2cff78f7d3afd09c2801dd3bfe09eb03"
"2889","Fungi","Ascomycota",NA,NA,NA,NA,NA,"af0b63708c3c28a5900f88cbf1f5a915"
"2890","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Neodevriesiaceae","unidentified","unidentified","08675259e913767cde585cc55fddb613"
"2891","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Nidulariopsis","Nidulariopsis_iowensis","58b9200c184364729f3d80eb4293651e"
"2892","Fungi","Ascomycota",NA,NA,NA,NA,NA,"38ea072f4ef69ce8cd2dcf714fae302f"
"2893","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellales_fam_Incertae_sedis","Minimedusa","Minimedusa_polyspora","42a701cc2924430dfb7e55f9fd455066"
"2894","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","unidentified","unidentified","719afc9a3d52f7ef949e70fdb443c8e4"
"2895","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Callistosporiaceae","Pseudolaccaria","Pseudolaccaria_pachyphylla","c2e9d58ff1b4d73f9297fb2bc9a4457f"
"2896","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,"ee40ed67aeeae00f6d81761d671959de"
"2897","Fungi","Ascomycota",NA,NA,NA,NA,NA,"05821e9a15c818c8207aa3e3e9d2ceed"
"2898","Fungi",NA,NA,NA,NA,NA,NA,"28267ee53a4a3ad1e97088edf4cbcdcf"
"2899","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Toxicocladosporium","Toxicocladosporium_strelitziae","cd43590684748c76bdda79bae861a494"
"2900","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","5077c89ccf564f2eaabbe576663799d9"
"2901","Fungi",NA,NA,NA,NA,NA,NA,"d9a2fc201242e718320c2905bff69dc0"
"2902","Fungi","Basidiomycota","Agaricomycetes","Russulales","Lachnocladiaceae","Vararia","Vararia_gallica","e246bb6d59f8bead4170b3119a3f60ab"
"2903","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus","Thanatephorus_cucumeris","297958a1fdc974c598295317188eb8fd"
"2904","Fungi","Ascomycota","Dothideomycetes","Hysteriales","unidentified","unidentified","unidentified","0c60798358baea030cae397f3e3e603c"
"2905","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,"31fb74ecc406a7a18e23013471e3a89c"
"2906","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","unidentified","unidentified","9e99b84b3da0cef1b227181fb8d6c709"
"2907","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Devriesia","Devriesia_thermodurans","7682a0d49da19ecf90fb0464148b6c96"
"2908","Fungi","Ascomycota",NA,NA,NA,NA,NA,"d1659a9910371b0f983c858b6f7ce9f5"
"2909","Fungi","Ascomycota","Dothideomycetes","Mytilinidiales","Mytilinidiaceae","Pseudocamaropycnis","Pseudocamaropycnis_pini","480bfe6f64e0dd76415155e9d0b152cc"
"2910","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","unidentified","unidentified","07b41cffc0ae06c93a7d67e81ea98c0d"
"2911","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","71c1efd573bf82eb0d648d2cb0a502e2"
"2912","Fungi","Basidiomycota","Agaricomycetes","Sebacinales",NA,NA,NA,"5c358be2873329ad7cfcb99dcccd968d"
"2913","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"5ac342a2f7990053fdafde3cb7af8f6f"
"2914","Fungi","Ascomycota","Sordariomycetes","Hypocreales","unidentified","unidentified","unidentified","b67c4cf849444efe4404e6b73b1b7ee6"
"2915","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","unidentified","unidentified","unidentified","a9ee3b97c0da8dfaddc31cd207b486fc"
"2916","Fungi","Ascomycota","Orbiliomycetes","GS33","unidentified","unidentified","unidentified","d0411b19cfaa93aadae4a821de77f1f2"
"2917","Fungi","Ascomycota","Dothideomycetes","Venturiales","unidentified","unidentified","unidentified","ba1253b8a94b4298c0fd3b40a1a3b578"
"2918","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius",NA,"4ab3d18b6da712613af77ccf809fcf9b"
"2919","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","unidentified","unidentified","c37b90a214fce28a54b34223aa138559"
"2920","Fungi","Ascomycota",NA,NA,NA,NA,NA,"900d9e29b8d75e6149d30fd8657fcb8b"
"2921","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma_calamagrostidis","e7c96d490693a5ef7220923dff98c045"
"2922","Fungi","Ascomycota","Dothideomycetes","Venturiales","unidentified","unidentified","unidentified","b4268cda920816acdc086c6621ebe286"
"2923","Fungi","Ascomycota",NA,NA,NA,NA,NA,"7a41ac9cb28a2fb01fe70a26267a2626"
"2924","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Diplogelasinospora","Diplogelasinospora_inaequalis","a48c016beb0bd26f749c1482c3e0c7f5"
"2925","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","Humicola_parvispora","ab29a51f575f71f41fe6a84ea0a519c4"
"2926","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA,"b05d1ec4d3808c96c95449519e63c9d0"
"2927","Fungi","Ascomycota","Dothideomycetes","Hysteriales","unidentified","unidentified","unidentified","36829ddfbed565409218e6fe053a3f8b"
"2928","Fungi","Ascomycota","Geoglossomycetes","Geoglossales","Geoglossaceae","Trichoglossum","unidentified","3ddb504653e3e43bf2d7760674964782"
"2929","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Coniothyriaceae","Coniothyrium","unidentified","e5cc6d892fb283055e46a4224e6a0efa"
"2930","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","Stagonospora","Stagonospora_trichophoricola","79d9c9fd6311abc8b64c84b3eec85cf7"
"2931","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus","Thanatephorus_cucumeris","ed478136f54e8bd5a89fe5fd5ecc5c59"
"2932","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"da76fe6ac180c20ff31f144be339cc7f"
"2933","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis",NA,NA,"a5ab4235e684364e2704dc9a4742dcb2"
"2934","Fungi","Ascomycota",NA,NA,NA,NA,NA,"aae9c542cdb8f15ddfde0db00d37a895"
"2935","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Neodendryphiella","Neodendryphiella_michoacanensis","d523aac39c3e4e2c4a53b00b3fb424bc"
"2936","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","dba5d91f7411a24893b61ab19b19e889"
"2937","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis","Umbelopsis_isabellina","665c302ce177886bfdb8b817df9bb46c"
"2938","Fungi","Ascomycota",NA,NA,NA,NA,NA,"ad939c9661ef0723d9dedb4c30e1dcac"
"2939","Fungi","Ascomycota","Eurotiomycetes","Onygenales","unidentified","unidentified","unidentified","98b3f78a7fc26960b528ad2d2f4f96b8"
"2940","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita","Serendipita_vermifera","1c2e2a6edf0d6d788d145c24c6cb7506"
"2941","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Lapidomyces","unidentified","4d74bd97dee64f8e2906015c699aac04"
"2942","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Diplodia",NA,"309d1b1d51602e676c7ae2861e24e018"
"2943","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Pachyphlodes","unidentified","732f5728f582e81168916e32406f804c"
"2944","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","unidentified","unidentified","4317dd398901e54a6001120058dbd324"
"2945","Fungi","Ascomycota",NA,NA,NA,NA,NA,"88e973664cbae586a57a5a41733fb240"
