ASVs,Genus,guild
5559b0c0d7bc4cf3143121bddde1e45c,NA,NA
9f1c4c6ab2c9b15ec084a72a471272de,Talaromyces,unspecified_saprotroph
733c61d6f718489c0942de5769cdcb4e,Geastrum,litter_saprotroph
c5ccf93c5af4affb9d5b1b55f2865da1,NA,NA
20288def40ba0db2ebcd8288f9c19c70,Cortinarius,ectomycorrhizal
9a7d8574034492f41f8b2f09427c1000,NA,NA
372b0f4f10119fa0635f13fa86f67403,NA,NA
54a7284ae62043644821c77fd06bb922,NA,NA
8f67e2c7e867fa78fcbc626ac6b24fbe,NA,NA
f6a0175e79fbbfceb017582e6975480e,Amphinema,ectomycorrhizal
00bbddf2531f731c96159cf705c52624,Robillarda,litter_saprotroph
ce74320131eb432ee036d404fa8525f9,Scytalidium,NA
65e3c93d7cde08b619f5028006ddc04c,NA,NA
18464c04aa6c35a648ddbe056feb981a,Leucogyrophana,wood_saprotroph
bb117c7c08206f0f9925e644b08f1e20,Leohumicola,NA
4bfa8cd51c0ca93b297fdc2170583dbc,Talaromyces,unspecified_saprotroph
bbb1148ec88e2cc3e48ef2cb02ff5539,Lactifluus,ectomycorrhizal
328838305ea27a64ebacec21993e3959,NA,NA
a34fe26b5551b1c7b689ccf58d16e4bf,NA,NA
9ca4bc077e7c004883f176bb88539190,unidentified,NA
d337ab41e9adf2a87f35b28b63fff042,NA,NA
262c2d9abb4432acfa8124899d21d080,NA,NA
ef190e20e22f5483b3d0201678d4d088,unidentified,NA
b406bcfe730d87ddec38f788ca3aa279,NA,NA
d8cedaaf3184304c11ed584fb62e997d,NA,NA
932559b8158e8617557de1c6e8e5bf21,NA,NA
4a18ba162b8e9dbf0d33e1285253dd3b,NA,NA
357d282455be9501479dbfd2eda02686,Xylogone,NA
eff7a601bf6ea68595ef480d500e018a,NA,NA
666d361078024632b8a898dc1ea4f823,Lycoperdon,litter_saprotroph
9489eb8b9ecb542cb8ce35fcaa55f888,NA,NA
cd013699f17cc9eac11a10e1efc50f6a,NA,NA
5bb917c98b8338e9a9156d02a73db9db,NA,NA
64cc0a2804b400fda4e503ff1003f207,unidentified,NA
6f4b336ab8b936149ef392fb8c9d70b8,Bulleribasidium,unspecified_saprotroph
ea3952e6ed5218633cbf9be4647459da,Clavaria,soil_saprotroph
43197e636b284c8e19df8f1635f6ec46,NA,NA
dbd52a1a2c6a8b4abf4edd8400f83eff,Dactylaria,NA
7ef100a30a4c80a6b3eba1b843cb83d0,unidentified,NA
c5dad650135362c4cc97e70923832863,NA,NA
371014d1e5e121ce378370d24f036fb3,Absidia,soil_saprotroph
02300d11e7567f923ffbe276efc414ff,unidentified,NA
091843ad3dc87b91ba83dd8a2f9a9ce6,Thanatephorus,plant_pathogen
eb87496df5f2d5932e3a6c30c2e078e6,Acrocalymma,wood_saprotroph
d20b797f573eb9506641fa8c1e66502f,Cortinarius,ectomycorrhizal
e4bcf1303f9ef95e47a7d0eec7365734,NA,NA
24a9d37c5c32da58ed1e5449626b4072,NA,NA
6b1a78e52f349b03578e21c9813dfed2,NA,NA
f428ac153726bdb5deee7df58bffe75e,Inocybe,ectomycorrhizal
d8191ea79f014b547307e5e8f9d9a188,Serendipita,root_endophyte
a0ade0d04fcf4c1804db9ae24709cc51,unidentified,NA
e8e3ed9fb769dcc8629557cc98dc2dd9,Lactarius,ectomycorrhizal
354d0968a16c5cf1eaa07fe6bbc6cce3,NA,NA
abb8eaf668e727bf90d6dc62112e65bb,Meliniomyces,root_endophyte
2cff78f7d3afd09c2801dd3bfe09eb03,NA,NA
af0b63708c3c28a5900f88cbf1f5a915,NA,NA
08675259e913767cde585cc55fddb613,unidentified,NA
58b9200c184364729f3d80eb4293651e,Nidulariopsis,litter_saprotroph
38ea072f4ef69ce8cd2dcf714fae302f,NA,NA
42a701cc2924430dfb7e55f9fd455066,Minimedusa,lichen_parasite
719afc9a3d52f7ef949e70fdb443c8e4,unidentified,NA
c2e9d58ff1b4d73f9297fb2bc9a4457f,Pseudolaccaria,litter_saprotroph
ee40ed67aeeae00f6d81761d671959de,NA,NA
05821e9a15c818c8207aa3e3e9d2ceed,NA,NA
28267ee53a4a3ad1e97088edf4cbcdcf,NA,NA
cd43590684748c76bdda79bae861a494,Toxicocladosporium,NA
5077c89ccf564f2eaabbe576663799d9,unidentified,NA
d9a2fc201242e718320c2905bff69dc0,NA,NA
e246bb6d59f8bead4170b3119a3f60ab,Vararia,wood_saprotroph
297958a1fdc974c598295317188eb8fd,Thanatephorus,plant_pathogen
0c60798358baea030cae397f3e3e603c,unidentified,NA
31fb74ecc406a7a18e23013471e3a89c,NA,NA
9e99b84b3da0cef1b227181fb8d6c709,unidentified,NA
7682a0d49da19ecf90fb0464148b6c96,Devriesia,NA
d1659a9910371b0f983c858b6f7ce9f5,NA,NA
480bfe6f64e0dd76415155e9d0b152cc,Pseudocamaropycnis,litter_saprotroph
07b41cffc0ae06c93a7d67e81ea98c0d,unidentified,NA
71c1efd573bf82eb0d648d2cb0a502e2,unidentified,NA
5c358be2873329ad7cfcb99dcccd968d,NA,NA
5ac342a2f7990053fdafde3cb7af8f6f,NA,NA
b67c4cf849444efe4404e6b73b1b7ee6,unidentified,NA
a9ee3b97c0da8dfaddc31cd207b486fc,unidentified,NA
d0411b19cfaa93aadae4a821de77f1f2,unidentified,NA
ba1253b8a94b4298c0fd3b40a1a3b578,unidentified,NA
4ab3d18b6da712613af77ccf809fcf9b,Lactarius,ectomycorrhizal
c37b90a214fce28a54b34223aa138559,unidentified,NA
900d9e29b8d75e6149d30fd8657fcb8b,NA,NA
e7c96d490693a5ef7220923dff98c045,Trichoderma,mycoparasite
b4268cda920816acdc086c6621ebe286,unidentified,NA
7a41ac9cb28a2fb01fe70a26267a2626,NA,NA
a48c016beb0bd26f749c1482c3e0c7f5,Diplogelasinospora,soil_saprotroph
ab29a51f575f71f41fe6a84ea0a519c4,Humicola,wood_saprotroph
b05d1ec4d3808c96c95449519e63c9d0,NA,NA
36829ddfbed565409218e6fe053a3f8b,unidentified,NA
3ddb504653e3e43bf2d7760674964782,Trichoglossum,NA
e5cc6d892fb283055e46a4224e6a0efa,Coniothyrium,plant_pathogen
79d9c9fd6311abc8b64c84b3eec85cf7,Stagonospora,plant_pathogen
ed478136f54e8bd5a89fe5fd5ecc5c59,Thanatephorus,plant_pathogen
da76fe6ac180c20ff31f144be339cc7f,NA,NA
a5ab4235e684364e2704dc9a4742dcb2,NA,NA
aae9c542cdb8f15ddfde0db00d37a895,NA,NA
d523aac39c3e4e2c4a53b00b3fb424bc,Neodendryphiella,litter_saprotroph
dba5d91f7411a24893b61ab19b19e889,unidentified,NA
665c302ce177886bfdb8b817df9bb46c,Umbelopsis,soil_saprotroph
ad939c9661ef0723d9dedb4c30e1dcac,NA,NA
98b3f78a7fc26960b528ad2d2f4f96b8,unidentified,NA
1c2e2a6edf0d6d788d145c24c6cb7506,Serendipita,root_endophyte
4d74bd97dee64f8e2906015c699aac04,Lapidomyces,NA
309d1b1d51602e676c7ae2861e24e018,Diplodia,NA
732f5728f582e81168916e32406f804c,Pachyphlodes,ectomycorrhizal
4317dd398901e54a6001120058dbd324,unidentified,NA
88e973664cbae586a57a5a41733fb240,NA,NA
a1484225ac79a6413e6e8228fcf767a6,unidentified,NA
cfd91b5a2c0f671a91ac2f10c15b12fe,Recurvomyces,NA
b4ac4612ce4c6abb387cfb3af5ce7157,Purpureocillium,animal_parasite
367894653277a587a0cf0e026109b795,NA,NA
4efd848470ce1f2ad3c73a94bda02036,Sebacina,ectomycorrhizal
78c70ceba247753929e37d117d74e49b,NA,NA
d9a0ebedac2283b63c3dc23d4a29245d,NA,NA
fcf6185c3853542280e24ea9701690d5,NA,NA
b01c8a6466a31912c8fef9b080f50f48,NA,NA
6ef928278cf08a1895250e74f058c3dd,unidentified,NA
64b596ca0be08cebbfbc79f1d8c3474a,NA,NA
6db77cf3e8ee942c29560168dfd2d774,unidentified,NA
afbf3ee1457bca95070b2f3508448418,Rasamsonia,soil_saprotroph
1a40819f5b27eb3f42bea4cb0ef2cf8b,unidentified,NA
5bbf79722b802e9aa7c87497c03d9088,NA,NA
fddc225cf66175d0fcee510e0caf14b0,Amphinema,ectomycorrhizal
11aa494b29e6edcb6f592dab444a21b9,NA,NA
c9eb143f9093bc448e1533bd2984854d,Stagonospora,plant_pathogen
49d5870e96d495af42d040cab071d13c,unidentified,NA
796c6b6e4ccd071ce097397a81230983,Elaphomyces,ectomycorrhizal
a4e60a6949bc2ab360f946c4f16db0bf,Trichocladium,unspecified_saprotroph
dd46898d7cc327f82cc2afade882d907,NA,NA
a4b2317b230d13038b2385341df46bca,NA,NA
7edf7be68bd38775b64c140b094eeee4,Beauveria,animal_parasite
3cfbcbb340c285af5e1c5f284203d259,Entoloma,soil_saprotroph
5fd0883c1cb410f028cd73676f0a78de,NA,NA
2c73bfff03dcf6ebdbeddc7148a90cbd,NA,NA
de531fd450e7be273a298f8d10dd0330,NA,NA
91f9f30a88a97fb6618ca908bebe509f,unidentified,NA
bcedd1f6c80b3911b1da8a37ef54ea8e,Mycena,litter_saprotroph
25d80d823ed4dbe2c106caf12138d346,Coniella,plant_pathogen
436fcce4df0953bd39f251c50e06cdc4,NA,NA
8686e382ec381d79e11804af4b25ec24,Zopfiella,dung_saprotroph
e9d560562e9c1dbdd07bb2a78ce41934,Curvularia,plant_pathogen
1564d8a5f6ecc2680b5049605724f42f,NA,NA
e05cc80e98a8d988f48feb24b2e04fc2,NA,NA
e1f63287abda3f6d41636ab9b16e6447,Xenopolyscytalum,NA
66b46602a6df86c21d9ed0efc6d0a80f,unidentified,NA
23948e726bd2ded604b3fa486cd712fa,Mycena,litter_saprotroph
ccf7875b48e0f45abe63fbe9bfe4a4bb,NA,NA
798d7cedb8d3b4dc32c795f684944206,NA,NA
4a7debeed3ea1e8fb6df759c2018cc95,Sarea,unspecified_saprotroph
3e406904cc15ab342efb9c43cd7e38e4,NA,NA
e1931256ac89f95e4838513ef730d6b4,NA,NA
f82ba0a8bc71118e89274527b3cf369a,unidentified,NA
053938ffdd6ad4b7adbae263d9adb295,NA,NA
d28ebf31b59e92f99c6ca481fe3f70b1,NA,NA
59f2c1e4ce16d8911fb13a81054b89d0,Clavaria,soil_saprotroph
73e52fd292f18b358045f66ed560569d,unidentified,NA
38e8017de38db5866fb5b507ff7ac63f,NA,NA
316dfff6fda2a72826cdff7e69c2882e,unidentified,NA
106552a9facc24f3ed388ee1c1a0ed87,Sebacina,ectomycorrhizal
41d50497f2dc06effd5418fc62e59c81,Talaromyces,unspecified_saprotroph
63c25f94a79b24b93b3019f87b30fa18,NA,NA
ef628ec856ea64710079ce5835a8c92f,Tomentella,ectomycorrhizal
7795903a8992e79119b0b4c128fd7688,NA,NA
18325bcc27ba390f0c0a5e34b1ccb981,NA,NA
3cdbceadc53495011526d2496c182912,Clavaria,soil_saprotroph
ec3d2109e6840ed895598452d1d610f9,NA,NA
95083fd7aebd13773b486d5b9891c76b,Paramycosphaerella,NA
56cb1cd0483ed276f24cb7e7bbb54375,Sordaria,dung_saprotroph
d0b76be9930a7fc3f278a12c21a85f6b,NA,NA
ae353077927725a26ee026f7a8221e90,NA,NA
f59e2f68a88bcf978243d0053f40d1dd,NA,NA
21d9af29733bf6b66b8972ace3ffa7dc,Phaffia,unspecified_saprotroph
80abbb52b40d329b857e6eabd45189ea,NA,NA
0fbed736db5cd745f524e4fec68be189,Xylodon,wood_saprotroph
b1d211f8804b88ba23fbf2e672a35599,Tomentella,ectomycorrhizal
6004ad4d2d97ccab6da4465b9c743798,NA,NA
d25d985e9936a9a84bf74c032673bf90,unidentified,NA
a374f4ae7582bb933072b9b5926998e3,Russula,ectomycorrhizal
44390e9f3134e32eb2845eb5f0563071,Cytospora,plant_pathogen
3d25e2115e8a5c73558f81f7b2d87f05,Mortierella,soil_saprotroph
c22a071651871c9ac8b0238611df7292,NA,NA
332ff613597bd4832e76d1deca63d199,Ganoderma,plant_pathogen
a66fcfd4de2e72c87cf5592c8eb5614b,Clavaria,soil_saprotroph
46ba2cbfb6a3b4b189d5faa05ac7416a,NA,NA
c468a0142a2278e4483cd788c094c808,Parasola,soil_saprotroph
e85848c9c290aa900e1d53dbcd6bb4c2,unidentified,NA
e7c6ad027f1c989285700ada4fdcb3e9,NA,NA
d77fc2394e5cf28cb88138e12d018857,Lindgomyces,wood_saprotroph
c1b16c852f2799a0e7130fea1ef093bc,unidentified,NA
208ea68c546436aca7dc91da34133efb,Cuphophyllus,NA
27450d9e75d0557bef17c1a32e37bde0,Infundichalara,NA
e29daefd7a6ed7ef7ad07cc173b7aa5d,Dictyosporium,litter_saprotroph
11ee08fbc060f465f97c391aca9aa29c,Inocybe,ectomycorrhizal
ab5560ec72fe88fd6583cae5082598c6,Cercospora,NA
69fef0b5fe0c9e77b4cf961fe4021cb3,NA,NA
cf4b1edead8f30caf8965d1181f55396,NA,NA
aceb27570546d770f1993944e103cb62,Trichoderma,mycoparasite
32404555344ada0b63ec82eb96832a0d,NA,NA
af7d6fd1efbc684554b9c12bcd6a4848,Ophiosphaerella,plant_pathogen
0e7ddb33ec2277e483f2a9c856e735db,NA,NA
85d836e7c205df337c6edde0f100e854,NA,NA
8600deed21e3323d31d140761bf3a620,NA,NA
237b4a53ff87b24175bea69353effa1b,NA,NA
86b03731efd7093939d77df52c05dd2f,NA,NA
a6d9261ee6ca11d65d6a7dedaf0ae2ef,NA,NA
2b52aa07b1f7c255f87656910bf8fe0c,Tomentella,ectomycorrhizal
26aefceca66745874fabe1c37e9e1410,Geoglossum,NA
2fee3c17a0567c5620bd47e42afdab9e,unidentified,NA
6574a32e2df19db65bc541cef2b901a7,Sagenomella,unspecified_saprotroph
fc0031b43b247e61d2d036732678934c,unidentified,NA
aadeb5ef8031cdcef3280a2b1aacd215,Trechispora,wood_saprotroph
37da308a195facb6e1a1cb2f44e2999e,unidentified,NA
d009f8ac597aeb6a1281cb391df44ee8,unidentified,NA
783b064548ff14e90ba3ca27859dda29,Clavaria,soil_saprotroph
cb3a620c0b7607edaf0214c812ebaa89,Sagenomella,unspecified_saprotroph
ac999d597320732c91508186caff0f76,NA,NA
87c2833511d52adbdec72d7da73fcc62,unidentified,NA
6b1ccc7f5f431c1edc8d5082d0e0fd9d,NA,NA
a1d670c26f0199d4bc5e63160f30f0a1,NA,NA
e49caa60132cb45a77337afaa0792fde,NA,NA
7f0adea7a00cd004ea0fbb9188b663e0,Septobasidium,animal_parasite
06aa2b2d7501187a0a4aeebddb0ebfa5,NA,NA
dfd1ca2b1aa28a2f8f52f8f0eede8e31,Lophiostoma,wood_saprotroph
4e39c5e811a028bfaad370a1357192c0,Mollisia,plant_pathogen
cf2bb733cf0e6ad6a234c5d31d471e3b,Spegazzinia,wood_saprotroph
eed313620f89b1e603868db2c8a999f9,NA,NA
c0f825a98c955a9f3caf350a63c5f31e,unidentified,NA
6fc0b287ee8250f77c4e018488a15b3e,Cystobasidium,mycoparasite
891ca0be9c2feb018399d6bf94806a29,Leohumicola,NA
d78628b39429bb4de9cc42495f2eb0d2,NA,NA
3a64ca0aeb964c56e3abb968c2a36d60,NA,NA
9a9ff707feb3154f94233a6dfe80d2fe,NA,NA
d960efb738d735f0c24fd2a76ef74e71,Coniochaeta,unspecified_saprotroph
c2155800a74ebf24b00109610d3a7562,unidentified,NA
6f771108f5167ff468e636d756d64d45,Russula,ectomycorrhizal
ed23244bb994440db6bc8f233ed95373,NA,NA
a42c6a92572cd5dc44861efae4667878,Colacogloea,mycoparasite
3862789c7b47ab2e02990f250e661228,Tomentella,ectomycorrhizal
0b9e77c0f60d269e9b59d741e5dff1f6,unidentified,NA
c3106dee4db0c5f10aa3a3ffb8e0bbd8,NA,NA
337023a2b9d125027beedd41eb57f6df,NA,NA
d1cece18cae712c84b8d31181d7a48d1,unidentified,NA
3723b1e04b4e3b6c0775eee9e30a5711,NA,NA
2ae4cff724f11543b66368fc2ba5ef67,Acrocalymma,wood_saprotroph
467d6b499b45fee40ee883d49b4bd0d6,Tomentella,ectomycorrhizal
d100775ebacb2ab01f1055364f607455,Clavaria,soil_saprotroph
905e356f90c22d14043a590a9db7d9d2,Russula,ectomycorrhizal
ce4efafa07af6e98f12d2da0bf1f55bb,NA,NA
4bf7fb419e333be4f2cf113cc65c159a,Russula,ectomycorrhizal
f7b5765fec17c49a95e649dd850f1b0e,NA,NA
ef8dc8b515703475776af108a6a9e280,Staphylotrichum,soil_saprotroph
65ada65d5e2bd7f3cebe1a3563760cc5,NA,NA
588822f4cab79a282c48e9d04d671ee0,NA,NA
f3a2b770eb8d076d6cc45ac52ea66d14,Talaromyces,unspecified_saprotroph
c0383441e2ab3bb29879c5849b9669e6,Conlarium,wood_saprotroph
3a9cfe139cc9656b546770b89eaeb913,NA,NA
88e445c851cdf876afa1ddc649e5974b,NA,NA
c95bb7566d4c9b3fbc1f071cfd4d313e,NA,NA
5e5ef5ccef6c2a0fa13f99572bdb60d7,NA,NA
627eb022ff73da283e23710028359ef5,NA,NA
4776db624b1ef57147d7ad20f18c2b81,Phialophora,litter_saprotroph
6f904a4149f345925c707d4fa3bf04ac,NA,NA
7bb9fd067759f57a0859bc2c3a00fda0,NA,NA
f239eb668a2cc8d044d07836f52ab45e,NA,NA
0d3d7d7a9e8c89a955a00ae3cf631194,NA,NA
4e9a57c4b1e40f5dbda9d3e5378db05a,Boidinia,wood_saprotroph
fd1d2d8ffad4d7e9cdeac79c80da2554,Recurvomyces,NA
5076c519f4a6d908b6c4c902897ef92c,Albotricha,litter_saprotroph
8d80dd13be2cdb52a97e117cf687f147,Entoloma,soil_saprotroph
f7b19c8397f573a4d91497558b8022ca,NA,NA
7dacb2f77203a10b7c38fbc4a7c7d36a,unidentified,NA
f50670e51714b643306c8d50986feb8c,Clitopilus,litter_saprotroph
d3b01f1542cd1b115ad54f0b4851617c,Septobasidium,animal_parasite
62a0d52723120e50bd6e8fda696a3bb5,NA,NA
ebe093341eea02a7651ba62aa7fbccf5,unidentified,NA
a93946303f364ff250b36aca984e765a,NA,NA
1d95fbbd97730af8bc21910b589966d2,Rhizopogon,ectomycorrhizal
b510641b15121a583c88136c3a5fc0bb,NA,NA
ac577ffeb9dede0e0f04a9f5160214b7,Tomentella,ectomycorrhizal
09b29df2ef57d781861ecee78935b5b9,Amphinema,ectomycorrhizal
4150588fef5f07ac1f86f251f2f973ec,Mollisia,plant_pathogen
9c48abbf20f305fd433b3afc6f06d5ee,unidentified,NA
ef88406d51eb589057d4f7212e9fc621,Clavaria,soil_saprotroph
6d372e8c9f905efde849ca4f9a0f9287,Mortierella,soil_saprotroph
378cb65596eac928dced76fd650883b1,Conlarium,wood_saprotroph
0e7fafa1d6984738f8b76a317fd19315,unidentified,NA
5f8f77d6cd90da94bd8b185d344616f4,NA,NA
8fb575a8090efd8b9f1e2054c1ae0455,Toxicocladosporium,NA
5acc5c12883da9359b73e1a9273a895d,unidentified,NA
f1393aefbd66c2db6a7f01c8f08e6c4c,NA,NA
c3d98e6025d084deb3e3e92c221d6edf,unidentified,NA
ce15e9b0d02fe2aa3cc2ecd57e779463,NA,NA
d2f46b0838a4c7e2ba31b39a3d42cc74,NA,NA
0939a7766d3af49eb976aa56ea5c9ce8,Cenococcum,ectomycorrhizal
2b2a160158080815cbe2ac538ec40782,NA,NA
a1b60ad8f3ee19ec79307ae1f841bd65,NA,NA
ae9db85f61582ddb67b01eb454b9fc80,Vararia,wood_saprotroph
640eb1ad03ae98a731c9fbfcdeae6b89,unidentified,NA
4daf551a67b148a823c0ce016fed2148,unidentified,NA
daf8362b8718fdbff020a7051c659191,unidentified,NA
f6e9b03f8dc5cab3efde650cd295b1dd,Flabellascoma,wood_saprotroph
26c6105d1254d7397af55699f623c3a6,NA,NA
d0398b98a4637fdc63d22c02b4bfbdf8,Leohumicola,NA
94a05006a2b3d7c0ef7913a7ec75199e,Hodophilus,soil_saprotroph
ffbd2364300a4eaa35b9b061a97bbfeb,Roussoella,wood_saprotroph
e0db9bdc5145e71924b130892c29035c,NA,NA
965a414b552ddea8b7af44dabf1a2ff1,NA,NA
f41696f4c55018cef77add796e6eebc2,unidentified,NA
c9dc58cc5a08cfff86aef50a91731ff0,Hannaella,animal_parasite
b2a6fb38354a58a63601cab41a9abc27,Cortinarius,ectomycorrhizal
17a6417d790aebb55f00137c0b842962,NA,NA
3df9691ad4960b391f47d1722e0751fb,NA,NA
106f75563514020b2870402cc72179d8,Heterobasidion,plant_pathogen
8cc4581dc11ec7a15b9cba4d02d94375,NA,NA
850a5e715657b9706720f26b6c0bff3f,unidentified,NA
df929c6da49ca66f44008a0d9d9bded8,unidentified,NA
018f9525262a674c41f73e6c49d30573,NA,NA
f78e8eda1f21775d9536ce98d2075268,unidentified,NA
0297441abb0a38ef273c1baebaf760b8,NA,NA
e68007d8365e1e215c44afe99b73d1b7,NA,NA
80c90f5707651d88adc9fd1800403a97,unidentified,NA
4bf1f5637fecaf444306a7cf8159ff3e,Veronaeopsis,litter_saprotroph
6e482878f48e826d791e438d7eab3a1b,NA,NA
514c09aca953fa1eceb54bd454bc0f72,Pseudoplectania,litter_saprotroph
a890d6b733379af89f78e4802730ae1c,Cortinarius,ectomycorrhizal
026ce90d7849427a201054f188926b7f,NA,NA
2d8f5bf008cb436f662eabfae356496c,Aequabiliella,plant_pathogen
e1c3c198873634e7094fb81168925ee5,NA,NA
3cb83a6fff2bbeee563301e685ee0f19,Xenasmatella,wood_saprotroph
d15f35f388a934360d86783ffa00e2cf,NA,NA
6ce19e141e137bf9294d3ab6eb7913b1,Simplicillium,animal_parasite
81ef17ad5c5d916681d600bb7ed630f7,unidentified,NA
a0554cbbf4809655473151b6802df20b,unidentified,NA
d9c403510f7a4576bbfc41ff7b4e4662,Inocybe,ectomycorrhizal
55322f7938819b745c96a162e642a76a,Trichoderma,mycoparasite
bddd3afca5a75dab509145d841c57439,Lophodermium,plant_pathogen
f50be72ce98af3eb3e2746b6673ccca2,unidentified,NA
5efdfbfbac6ed08a1b8391027e1742e8,Coniochaeta,unspecified_saprotroph
90fc30c3d06ccda8e8cd802454365513,Skeletocutis,wood_saprotroph
f118fdc7eb6b42fd923f3a1b2982f674,Spegazzinia,wood_saprotroph
8f0f47355f60477bdd0579a20e3e0bd9,NA,NA
9e537e082fcb102b270a3bca0c85a563,NA,NA
a321cef6ec94c500beecdb216e0579e4,Thelephora,ectomycorrhizal
4cf037a7e0f0a80ee77f2bb9e302638b,Exophiala,animal_parasite
304bca7a93e931672e1009c5ed44e0a6,unidentified,NA
d54bba1819634da2c5d41cd39fdbbba3,NA,NA
c9255947dad4397921340a9ffd5739a1,NA,NA
a741487250b1f0fe705055c66fcc404f,Paecilomyces,foliar_endophyte
f8af2a1ef1cd99e504548e2b9784b953,NA,NA
cc05cc9629194b5b24c63431c63873c7,unidentified,NA
eb639fa1187c6c00bc8b21153dfaef2b,Russula,ectomycorrhizal
f6477e062c1d55d7987ff5f85ec9f989,NA,NA
a7d46144a9cf21d7d3dcb19aac371fee,unidentified,NA
29b1b1943724937587d1c8d21254e1ec,NA,NA
87272228cde9866d48bdcb9d81e7058a,Ceratobasidium,plant_pathogen
588a662d9264b91434e997f83c4ea1b5,Rhizophydium,algal_parasite
491e30c62508a02ae8464ad4ee53708d,Xylomelasma,wood_saprotroph
988274ae46496739195d5f0c81d04d57,NA,NA
cdfc6d51463c2553d35e5aeb0453ae7f,Cryptotrichosporon,plant_pathogen
c217ac12fe4b3a6aba5ef6fc5cf40366,NA,NA
c6b2bc776c9072df5573c6b4d2801130,NA,NA
19f5bf30881c36037358956b20373d24,Sclerotinia,NA
48d388f2ee9e57f216506987be307249,Clavaria,soil_saprotroph
a64d2c46325b55d91e777d1dd790876b,Neodevriesia,NA
65c77975a98aa4c3f71e269595cb1798,Setophaeosphaeria,plant_pathogen
2303afeffb7dfa4440ae4b25412b64fe,NA,NA
3550fbe046d036d27d1e8abb1dd7a43e,NA,NA
601808b7ac20483791d55d854dc60cd8,NA,NA
9eb4168d84b976ca5c45842416f17570,NA,NA
1fccf42dfdcf0f58c6b081aed4756e5e,unidentified,NA
60f155c58ed860af2fa309bfdfa2e7c8,NA,NA
3f484660c843942c566b23d31b961e60,NA,NA
b2be111bc341c3296b43a21a6848457f,unidentified,NA
23f0a35e388187d0009206eabfa8f8b6,Clavaria,soil_saprotroph
3710e12246742d70649eeb0f07d9aee3,NA,NA
14e6984662fcafc6e4d528b4d7f5c234,Papiliotrema,mycoparasite
e5e02110a06d2658250fff3de11c20cd,NA,NA
a1a599de2164bd5869f50a113a6fbab8,Basidiodendron,wood_saprotroph
1288cd1161b98aaca4eac8d5e906c001,unidentified,NA
a11fd0e8c1e8b66e940cb1600ca4fa53,NA,NA
8c1a4f8af7ad1cb63f38a93e255bb0a2,NA,NA
880a14bd50c4040b95dbf6305bc18df3,Nidulariopsis,litter_saprotroph
f190c2a5334e18562d3b180d0e1c374a,NA,NA
9c1c7c14b76b327ea79be6b2e64b6cdc,NA,NA
596ab1bf3411f8dc86a1d3be02429493,Zopfiella,dung_saprotroph
0fff9305ea95c37f55a9b86ab81972d9,NA,NA
6f69c2868b1baec3f892d74beb84f1d9,NA,NA
38874ea65cb931109fdf26f25595e851,Byssocorticium,ectomycorrhizal
52b9056935f9264abe691b6cfee96120,Calocera,wood_saprotroph
24f8a3b113dd5580be6d08bb02988d9a,Saitoella,soil_saprotroph
462be542ed75ccf11cd817d13f864de9,Ceriporia,wood_saprotroph
9bc230e9ac98453d05e1775e620d2292,NA,NA
325472775ef1038a14687c80d9c828c1,NA,NA
e8c58a21bc5322e604beb24b83014bd6,unidentified,NA
412b37fa3ec8a669994a87a8c4b1387b,NA,NA
3ec7c5e8048ca37e8ecad1acb6943e68,unidentified,NA
0afbbbee78fe095c6eb2e7e2791efd8d,Cenococcum,NA
fd321c7309cff84f7c40132f8356da19,unidentified,NA
1faa7e5489c0e825322ed0dc34720646,unidentified,NA
b91afc649671495ad206c1cf2ddd2934,NA,NA
50d8045edcaa65e92d7f2dbfe07f46d8,NA,NA
1c8ef53b26fd336f86c6513b5768ecbd,unidentified,NA
0fa71727202ef80a340ad941d27744c2,NA,NA
42527bb0c24571004b1afbb16dfa8f78,NA,NA
b8c5f0523cd0b653f8b1ec0bbaa69aad,Myrmecridium,soil_saprotroph
59b41cedbb6090db2a3d4234b03c2ba1,NA,NA
2a1b32493d3c0b39c1eaa7fb21dede14,Rasamsonia,soil_saprotroph
526dc99bbbcc9db233e3299d63dd9c5a,NA,NA
6636718d30892e097b43f6d2bf706ec5,NA,NA
02700f05aafe680cac5e35bff42ac69a,NA,NA
f4b9fcc67a4043e98ff501d86d47b024,NA,NA
c7e94270f02b7d818b772f87aaf90c84,NA,NA
d900dc27aaebc06df0dc5f8135df278e,unidentified,NA
12917a53be89ced028c874f7e086bba8,NA,NA
9caa224cb9c1f19d2c3926b5b690c439,unidentified,NA
9990ce2ad77ce8417f933e5c16bb474a,NA,NA
c095510637e21402dbaf6b90c46f1061,NA,NA
dfaff60a0312541769fe5a5062152811,NA,NA
7a04232f5d6ebcccbe917751152b3852,NA,NA
6656a1aba5c3cb617cdbbd14c00954f8,NA,NA
f017ba66dfbb61c122cce3ce4cd006f2,Parateratosphaeria,NA
2934dc5d8a08b3d7fce632fc42be82b2,unidentified,NA
0f01fdcfdfda3cc5a2f88678161777e6,unidentified,NA
b24fd1a043c6092f6de599ca319d9721,Lecanicillium,animal_parasite
5965122aaf507b8e11b64093cdb3a21d,Albifimbria,soil_saprotroph
da7660cfb24b3cb33d681114b82cbd59,NA,NA
a18080fbf5463d5510b912a86c192cf9,unidentified,NA
e88199b2dd705b6c76bea0917571e094,unidentified,NA
e713ecef131a8391e4f1881516be9437,unidentified,NA
