ASVs,Genus,guild
454a2f865f8643093fdaa27866078563,Leohumicola,NA
98848553a1eba7115d2e5519d328ee4c,Trichoderma,mycoparasite
ac8495bc3dbf1ef35209b49ee78bc650,unidentified,NA
a7f6fc8ce2c92dfa069e338e402e3a01,Pisolithus,ectomycorrhizal
04816e70d90578c2b7322a6fb304c261,unidentified,NA
1fdbac6af5c46e0fdd231fd673d2d280,Hannaella,animal_parasite
df223c7331eddfde19a7324e3dad1716,NA,NA
b90e83bc477016ff164c6b1bda842c68,unidentified,NA
0ac5235312edee171172d69abdc624c9,Westerdykella,dung_saprotroph
62dd388619d0bb8278d7ab90a6ddf24c,Anthostomella,foliar_endophyte
55ca3df9ebb976a1fe3400903b105dc2,Zopfiella,dung_saprotroph
249e6d3102d324c9c1eb8cfa2182592a,Diaporthe,plant_pathogen
bacce2d698a382e7b9b80eb0435ed320,Leotia,ectomycorrhizal
0ab2a7e9aa789cc087b82c21ce39442c,Cortinarius,ectomycorrhizal
47ac0bf90f9b751ca335b68b15c92682,NA,NA
b59078c8a10332bdbb44f011fcfd73dd,Clavaria,soil_saprotroph
941e66b1e13f07d8de0fb39272806f83,Tomentella,ectomycorrhizal
0729b47b24aaa4dc40b195d47cb83401,Clonostachys,wood_saprotroph
d340e5e7c29d2467a01b1ca4e14245f9,unidentified,NA
a31de4d9e8b11d916b3a4444b1bb9083,unidentified,NA
77d1c9a163d613621fd5d716d9924cdc,unidentified,NA
9b1799f00504c21b7509828e09012753,Inocybe,ectomycorrhizal
85c6de7fd0131721997accae30dbffdb,Hebeloma,ectomycorrhizal
cc47d8c614c5ebc72d0f83d4311fc6bb,NA,NA
cec8fb9849bc32fc72e9b9ea787e9158,Cenococcum,ectomycorrhizal
6957c930fa885e0cba4de2a4bf54ac77,NA,NA
4fbef975e1c1020c1c48194432924d44,Hyphodiscus,NA
9e1389bcb0a2306a55563cec87b604af,Gyroporus,ectomycorrhizal
ba16f505463d59496071ca5437d05701,NA,NA
1d5a4507612d5908fd0f2b0cac45c452,NA,NA
801f41ca4440f9b1d52f323866bf768e,Trichoderma,mycoparasite
8ea47f9c3b9fa88a0011935adb8c5190,unidentified,NA
b74bbb3d0d83457f939597332525ff8b,unidentified,NA
4594cc61a45903cc9c8da5fedf8fe1ad,Geastrum,litter_saprotroph
b24fcf06dd76a76c32e3b13d6622a3a6,NA,NA
b046b7b1998522f83f1dea45ff61111b,Curvibasidium,wood_saprotroph
f3dd9cd1da14b52c1eb1874d39c3ab68,unidentified,NA
c55476a20ff4b515196b2f919c47aa7e,NA,NA
4373bbc65846624c105c0d3d81865ad2,Robillarda,litter_saprotroph
39d8f56de12110c7d722013d3f01ba2c,Cuphophyllus,NA
4015f055f403c86ad1a7bd1c37567b2c,Inocybe,ectomycorrhizal
eae21e4bb1818ba8a413048aebf719c8,unidentified,NA
20db78fff17ef6d75084cd9daa25b096,Cystobasidium,mycoparasite
f977fba379bbb2fe8aef11e509a5c7ea,Rhizopogon,ectomycorrhizal
62c54ec21272762dc83f93e5a02416d2,Coniochaeta,unspecified_saprotroph
530bf701dba62c80a5002f9f916b49a9,NA,NA
bfae4e72ac0f8d9125494a1214b7507d,unidentified,NA
8f5a55f91e4dd5592344ff68dc004f9c,Scytinostroma,wood_saprotroph
7b492d51edaabb5cbf3f2dd9a4bac987,NA,NA
e12e7b9248697547f94b50fecee776cb,Rasamsonia,soil_saprotroph
7fad43c61ce8633def2da2c6266b4105,Cenococcum,ectomycorrhizal
e490a49ec5464b0c88d6477e31457062,Conlarium,wood_saprotroph
1423bf43afed963e0ff416c2c30d8277,NA,NA
ac5238fe9126e820c6d699789ee01cd3,Xenopenidiella,litter_saprotroph
cc0f773901036ce243005bed9ddf78cb,unidentified,NA
ad730f4bcf7018c402453e28111b675e,Clonostachys,wood_saprotroph
a5487e6732c708db562db3317b07478a,unidentified,NA
402152188e0d41c9bcec221f08707b5d,Preussia,dung_saprotroph
7a37307be1bdcb64a494e80df0df1d8a,Scytinostroma,wood_saprotroph
32f81470230bcebc98ebd5d2d1015c60,Venturia,plant_pathogen
e296e3857745611c68c95edd84ddaddb,Geastrum,litter_saprotroph
337f10377aba8029f4710d1d465cf63b,Pyrenochaetopsis,foliar_endophyte
5d846413ee7cf535cd13dbac2b9c2aa9,Stropharia,litter_saprotroph
d945fc9fb150fc2dd7e92a1cc2707be6,Bifiguratus,soil_saprotroph
4d1611bb33d88189b185bb35bd4b3265,Pseudocoleophoma,plant_pathogen
08b983d0066064809e54017dd6549616,NA,NA
b8fdd74b12419bb0e8c1ef52399f0825,NA,NA
cb3ac9d565fa293f0c8f71de04680956,Trichocladium,unspecified_saprotroph
b105a0714b7e7dabbca1cdb4a5419dd0,Cuphophyllus,NA
0597a7d374f706150ff3a303d81c8fd7,Pezoloma,root_endophyte
382bd64ae875ccbea291228965d95c2a,NA,NA
5ae39332e36ca94854f634a4df00d40c,NA,NA
7672871647fcdceb17183e2195b382d3,unidentified,NA
72bc73401e64bf936cd5c08d4dddae6e,unidentified,NA
3779dc32d3209881f5ab54c84bb72e02,NA,NA
9dbf073055c8f5b92c56440a498c98d0,NA,NA
e6c62691c6d6eec246dcb5a0716bbf14,NA,NA
f9f394c514de4fdf75d00dd54389b98f,Mortierella,soil_saprotroph
dec3918d823e915c2771c98e381dde97,unidentified,NA
0c9435264fedd5d09e0badadda5f2d4a,Russula,ectomycorrhizal
3b9ee553cdddadd9b762cd7fe26aa27f,Gymnopilus,wood_saprotroph
3af615c31d07479c2b4ae9c5340c3d5f,NA,NA
037409726eededa10d48d46b27d434ee,unidentified,NA
78375e9d25c471047e1c1b815499926c,Tomentella,ectomycorrhizal
8615b4fdc526c9256e58c80f54202696,unidentified,NA
93aac25c886d5a08dab89098e049e294,Phialemoniopsis,animal_parasite
fac349a9d5f2cb3a6f4489c583b2a1b1,Amanita,ectomycorrhizal
d94fb234ec784d15adfc050034396b14,NA,NA
577adb8147c40d37baa67223c2504152,unidentified,NA
b8b5f9896a292fbaf2d292ecb5f49ccd,Melanconiella,wood_saprotroph
210268234f6b48ff7dd4b1d1a36b1c64,Elaphomyces,ectomycorrhizal
e5c4ab5e0012b3ffd43bf50989bb39d9,NA,NA
2c5bb59435381aa9edf7b72336bd1d57,Mortierella,soil_saprotroph
fb21c26ebe09b866f165527296525d04,Amanita,ectomycorrhizal
54064970336c38725dd8459f5a711618,NA,NA
d8b1018500d2c3f08e5222de216e5fe1,NA,NA
5f08379b7ab8ae51816f7add068d3eee,unidentified,NA
e04553e5cc2800959b5c89f36aba71fb,Tricholoma,ectomycorrhizal
33cec0672e440cffb87891b4321a40ed,NA,NA
94584285e56a0787b1a23157ba9c88de,NA,NA
3b479cf9f08c6818bbeada2270fb6865,Umbelopsis,soil_saprotroph
a5affd6ddee5f9afcb5df4757f1c58c7,unidentified,NA
ffac9c99ea821c36e18d3fa6d5bcb7ca,NA,NA
de7d5cfa2e1cf4e6f40b91dafa592a14,Plectosphaerella,plant_pathogen
c297eaca5c9c5a78c4376458b8147cb0,NA,NA
9c0a3e569a1c59272efe9ff5f9312e7f,NA,NA
2f005eee31a45fee969438381758b700,unidentified,NA
ef43f51e0e1a3f30309449dcd16d629f,Russula,ectomycorrhizal
e46eeae2d665684e8734707a8882c612,NA,NA
59c08d6fb1833b3433a019b723c356fa,NA,NA
45dc62653a8d0dd7d547ba3ab5c15b17,NA,NA
154cc408e305d661a2d156fcf940c798,Thanatephorus,plant_pathogen
64fbd995554721447d789a4431983b42,NA,NA
90e16584754d59cc9dbf3765007461da,Sphaerosporella,ectomycorrhizal
3ddf3ceaa35177fe65d815941fc533e7,Serendipita,root_endophyte
6252f94ba46193e93d15aa129a650c5f,NA,NA
5ad3e18b2766125e492bd35e0cf45e02,NA,NA
a95f32dbdbf7673c5027753e0689d64f,Mycena,litter_saprotroph
21ebcfdea1fea713b91e70b8a9073fd2,unidentified,NA
0e209a25db3c4ced1757a33424ebf3a7,NA,NA
04b7966b0f9b2db3365d89ba30ac8464,Coniochaeta,unspecified_saprotroph
7c42ba0a2310bf6946a2193bb9316ac8,unidentified,NA
44f02ecb34fa33f574da762d6f23bac5,Clitopilus,litter_saprotroph
81c7447ae373761c3692202c915e1699,NA,NA
32fb3caf2c0cf8853ce0f92e2d6e353d,NA,NA
ac4242c60f4722fdd90111836ef404da,Venturia,plant_pathogen
2204c6266439333d3b0f5a47f64ee0fe,NA,NA
8470b471e1778f744f9d3d49477faa3a,Mycena,litter_saprotroph
04052cf774e48ccf14929bb70ad5505f,Inocybe,ectomycorrhizal
60ce5a7f03d25cea382ff5f31747bf92,Cenococcum,ectomycorrhizal
1500b89f9e38d5b4c3233cb9ee4a9c30,Geastrum,litter_saprotroph
18529a0888273f439552cd3916c6c3f5,NA,NA
67972db1b9f172946e7b41745a865c58,Scytalidium,NA
ed883bf8b44a7e711b1a1077552f60dd,Russula,ectomycorrhizal
90afb9d6e36938b159b56fc5ed2e5f15,Myrothecium,litter_saprotroph
00fe9f5145b0d82eef4adc75056c2ffc,Leohumicola,NA
f32e6f926a0a92312a889c0479a1ab98,NA,NA
0edd182af5d87e5e6e7f14042ec74979,Stagonospora,plant_pathogen
4d43dc1e1f98b409d9ce065b84e04613,NA,NA
f81ae6b7529754c63892ce59e9e97678,Cenococcum,ectomycorrhizal
c84be2ccc5cd3459466f4bc4f109bf17,Protubera,soil_saprotroph
595460b554cf36e36e4d8c02ef308e90,Cenococcum,ectomycorrhizal
486cfd6f789ce27683da6f02390baa7c,NA,NA
09d39b2b0f0784b4111ae045b7b96642,NA,NA
9c2438524a6a79b6855785e04a75b36f,NA,NA
b679b9ae7ee330523050d57d2e10b81b,Bifiguratus,soil_saprotroph
09d8801fe6558e4c6b1d66f10dd85ecf,unidentified,NA
51318354179526c5f85b0368e8f34ec9,NA,NA
ed3a9c681a6b75124b21d95a39d8bd24,Cenococcum,ectomycorrhizal
49e2b1999931af6ab0879a59d65d682f,Sebacina,ectomycorrhizal
349fa6fdf3e4ef7b35625be91bbdf09d,Basidiodendron,wood_saprotroph
90ad4e9abcc83f23ec08ec4908eb2edf,Devriesia,plant_pathogen
ce5a38a3027545367dd5bc9a87c2ca65,Inocybe,ectomycorrhizal
43e62b828e83f270a2c6d943b0f16aa1,NA,NA
f7e755a8015789605bb498db13e11b61,Clavaria,soil_saprotroph
f74bcc4e76ebb7421d882594ab37a3ca,NA,NA
63d440bacbd954e71721ca5e64a09657,Inocybe,ectomycorrhizal
fe7d2a548c5916ee4f987dbee79be576,unidentified,NA
c1b40eb758f25d52d5259fa3b139987c,unidentified,NA
505901965b5d87d75c73f9eee6378c86,unidentified,NA
138c607d38addcb08b9de019fffcb3ed,unidentified,NA
3245be791300353b95bd7013114abe51,Coniothyrium,plant_pathogen
3043ad6961e2a617a9ae64212b4c1bfb,Amanita,ectomycorrhizal
af9a0b753e28e297a7d5833940925925,unidentified,NA
f8416b50692d1025fa1a6931c7d63630,unidentified,NA
d743deb5c77a9b7c371cc4b8d2af1dac,unidentified,NA
7bfcd0cefc606c1a6405adcef3adb307,unidentified,NA
be7d8c2ed0fa753abe42267933d982fb,Mycena,litter_saprotroph
33a284ce87fa7386253f3e9dc7c118f8,Tomentella,ectomycorrhizal
0561556d8624b089c6cedf0d5415b7ee,NA,NA
f49c5b3f9cefec676259edb27f034a3c,NA,NA
0458f1e60eeb7297e265c317be297950,Umbelopsis,soil_saprotroph
c5851339d214737edba6cfef5e04943d,unidentified,NA
6c9328bfc54e783ce2a0c73f1ecbbdac,NA,NA
ed4ba677e05455284c88a394a0e68417,unidentified,NA
aa7738e96f85612bf3e8aaaedf14b5bb,NA,NA
0ff7f967d9afb65ac4c0eb059cdeb9a0,Paraconiothyrium,wood_saprotroph
73304060514fb16782e92d53e1162553,unidentified,NA
9b09e5f716099bdff1d7c86dbb27bd34,Amphinema,ectomycorrhizal
9ca52d81b2e2675b181c958005a91c7e,NA,NA
88e0b3f105c89319d51fb031a5d97923,NA,NA
25e365ec216f7aa27920ebe718f947fb,Acremonium,unspecified_saprotroph
ef724e5516403ea79b7774e4c661a46d,Papiliotrema,mycoparasite
9370e1faaa25f5259e8214a956987b7c,NA,NA
57fe4547e13d233a8e2af6320b0e6ade,Clavaria,soil_saprotroph
a58fbd8e93dcef32e392a2a7d160872a,Geoglossum,NA
bb4bca94dca1a6bcaa2957b591666afc,unidentified,NA
b126c81b523048da8d8b59aa8333c518,unidentified,NA
652c8d5f45e8aafba24df0fe24b29c59,Scleroderma,ectomycorrhizal
cb9f5d7e4a9fd9d42eaeda58c72ae41c,Pyrenochaetopsis,foliar_endophyte
7a6e99a372097432954929d15feb7b1e,NA,NA
1c8ae51be7e4cd342e5f0519583b0b41,Humicolopsis,NA
76a2c1f67c75dd369c75090afb11a6dd,Cenococcum,ectomycorrhizal
273ddaa49ccd201c3a3579b04e1de6df,Pseudoplectania,litter_saprotroph
fb529a74f282aa709a969c4c3dcc7143,Clavaria,soil_saprotroph
3972594cf955ba7f0a3b7089003d8480,unidentified,NA
08388d3380c2f6dca6f499f7760a9813,NA,NA
68fa7434af819f65f0201eeaece1b5f7,unidentified,NA
b86b74afb78b01cbf20c3a7eb31c9cad,NA,NA
deb17faecca5444afd5e065dc8fb64ab,Sebacina,ectomycorrhizal
623215e51663c152f5f8870eee143c3b,NA,NA
999b861d4a866a039a4b5c40587bca61,Leohumicola,NA
f320ea58639aa2096a2fada5f9cb7845,Articulospora,litter_saprotroph
44a35852ca0efd3381b8104481084556,Paraphoma,plant_pathogen
8de5664b3d9048175171502d36e58ebf,unidentified,NA
08f4dc43279f854e7bec8220a7bc17aa,Mutinus,soil_saprotroph
681937dc6ccf0377be99c4e1d5a96ff0,Cuphophyllus,NA
e78adc4b5777420158460533a92c7cab,NA,NA
0e7d20f00d72d92b75cdec70cf5f57e5,Fusidium,unspecified_saprotroph
f2a3924299322f04e29bba2ae79cbd9c,NA,NA
6192f0d60a245f1a9b893677b9b9fab1,Castanediella,plant_pathogen
cee238ddd65b00b9441a77074884956e,NA,NA
ae077ebc6ad2e036f0b77557f158705f,Clavaria,soil_saprotroph
c9c71c647c0cf842a09644103fb9b10d,unidentified,NA
8607d7b0675261e08eb1f199e669ab22,unidentified,NA
a3179172835811894966b09299745258,Inocybe,ectomycorrhizal
6c0c181372885c27896b370576889c11,NA,NA
0a0eb488707a68024daf7052d734bc1b,Echria,dung_saprotroph
cef0cb2e5196ab7b9e9b9559aa42ad93,Sebacina,ectomycorrhizal
c07fdc17bac952b2538b498ae4939f86,Trechispora,wood_saprotroph
92668f73c614465358bd42f87613c15f,Tomentella,ectomycorrhizal
718c544f0fee6dc12d8f0667cdbeb604,NA,NA
d4331eada87cd92ee9994614e339e057,unidentified,NA
3bd1347aaf88f416f4c2a2f3a15faa7c,Russula,ectomycorrhizal
f5896b16eb704f9cd3853db36c4f9526,unidentified,NA
b36668f046e63df878d92adb7eb1ac61,unidentified,NA
ee52a9c5e224e88c34d0da70cecfa9d2,NA,NA
bb859148302e4008e3fa57dd725ee5b3,unidentified,NA
d731b3d7f299813c5030e6a9626fba4c,NA,NA
491dbfd8e9b472829e58d22e9e4e4a2c,Albotricha,litter_saprotroph
f350b6aee534ad5cd0ee3a68ea397c58,unidentified,NA
99c67caeadd12b5adda9486dd3e80f04,Pseudopithomyces,plant_pathogen
7a46d2edb7521e4b6135472326a8a53b,unidentified,NA
587b6b31d3164c8eb1b3941d1e7001ea,unidentified,NA
6b606e3430a4ee70a51e05830df8ef35,NA,NA
3b889c6f8dc458908b3fa5bc74d10fe6,NA,NA
70b1a00d40bd877f169958ca42d9d457,Clavaria,soil_saprotroph
87d077bc893e433ee863a6151619dd44,Cenococcum,ectomycorrhizal
d6b2e4f4ea68aa4a3871e305705207ea,unidentified,NA
75a017e371d7159b88c0bd9cf5afcf6d,Mortierella,soil_saprotroph
3ab0de4786fd656f512a06b66dc4df83,Periconia,plant_pathogen
b72f763b3499165d08d3f9886d3a6b54,Passalora,plant_pathogen
bf68f9e09ff81fa62641ea22efaf932e,NA,NA
5cd722cf1cfd907d60c431736222b5e6,unidentified,NA
781cd40c87008d9caf9f18a7561b95ae,NA,NA
679ee728aa8a09d2f2c5885fe8581865,unidentified,NA
8c8320d8813e9802832f7b6511b8a56b,unidentified,NA
83b1cfcbd5261b4b93046c5c97994f32,Leohumicola,NA
82054257915845bb6b92f17c7b25858f,Lachnum,litter_saprotroph
b0383b74480eb00a8748a623230eb0be,NA,NA
89c6342857754f9ec17bf85374e060ae,Lactarius,ectomycorrhizal
2e395c1e9faadd378d283bd0aa416d55,unidentified,NA
8254e4ec2136fab8d5a35a406d3521b2,NA,NA
5b1c93b3eb4892494aac029e6974d477,Phaeotremella,mycoparasite
b36e3513c638d3c69f62c54a025410cb,Spegazzinia,wood_saprotroph
c1a9945cc90733612fe88da68ec1a76e,Cortinarius,ectomycorrhizal
f026a472092e6ee3f03361aa61384be8,unidentified,NA
67714ce4a33e9489882b5dbfab08fdaa,unidentified,NA
007a9d0297ddc6f4c8709a537b91a2ab,Seiridium,plant_pathogen
28318f7059b2bb6a587f04fd556196da,Periconia,plant_pathogen
df901b057fdfe0dc18a62a8c7c25bb8a,Rhizopogon,ectomycorrhizal
c5dcb8316c7465e4784b553018fe783d,Trichoderma,mycoparasite
cdb5675dab8553d2e1b7c70fd1b85c35,unidentified,NA
509174807ecc7ae474feedf519ed0019,unidentified,NA
bcdaa536a365712c8a39afe05535abff,NA,NA
11155580585c6256f5389da5d5a84c29,NA,NA
cbb540240cf4c789db8547bb521122d0,NA,NA
ec77f312a4ed5037fbc0d8bbe7d3a72a,Hannaella,animal_parasite
122f38014bc997201fb5734c10bbbbf1,NA,NA
8837b5f87aec1026e2b16eaf015e8599,unidentified,NA
51029a0aa599ec811576d8ac683c4af9,Coniochaeta,unspecified_saprotroph
ddd00b349a77c16cfa609d90aaa7c98b,Russula,ectomycorrhizal
07a19056662f3188a1ddb494389c45f8,NA,NA
a8c5a849bf09fd0625a953c7b48118d5,NA,NA
4d54184ae949b4580b2510e24312ae72,NA,NA
82871edd37f0c5841158c61d2d28176b,Neoroussoella,wood_saprotroph
d1b8b5381c6a9b8c002b100b2f6e1aaf,NA,NA
b11579c0637b1185298e239eedc31163,NA,NA
b285a26cdb129b4a58abf35d528997dc,Phaeodothis,wood_saprotroph
c27451cd4e275ce4612ee49c6e9550a6,unidentified,NA
40c214f797281e6165d153b1ed64944e,unidentified,NA
0b3e15e351c5f03d6ac3c50707629bbc,NA,NA
667a5bea45bd60ea368c81e1e0fc2005,unidentified,NA
eb02b8d1b39a029e94a1197830d33f14,Myrothecium,litter_saprotroph
46c88d90c5b090baf4841b8f6f3871a4,Russula,ectomycorrhizal
a2ecb7aae779e872fa73d59eccb64824,Pseudoplectania,litter_saprotroph
5c0bd15f4c71103d83ab10eee31d5791,Cuphophyllus,NA
46e965a158a495de9460c39e0819f2a1,Leptospora,litter_saprotroph
056c27629c3275013002dbc6ed847bda,NA,NA
b55d95e249fc08e0c4200c8f9ab31416,NA,NA
a19983ad912bfc2bc4b1bb493e97487e,Botryobasidium,wood_saprotroph
58e4f6f776335e23d839950d2f4ccf7e,unidentified,NA
1b511424c4deeed66bb6d7689fc9a07d,Lactifluus,ectomycorrhizal
f3fe6b954d9661e8c5522cfe6d5d1569,Rhizopogon,ectomycorrhizal
5fa072da7719e62637ef0cfea0d1cab0,Pseudotomentella,ectomycorrhizal
48ba331830089b0d00c8cff69248818a,Spegazzinia,wood_saprotroph
6464135c15735ae1908971f0e8415787,Sistotrema,litter_saprotroph
1a5a9a907692d36486d1eae6a45c0a26,Clavaria,soil_saprotroph
18fc6b622fb8e5830782dfeffce2ab70,NA,NA
06ffe4e19e8241cc8779c5b2d62905d6,Clavaria,soil_saprotroph
6545c9584d656b631cdfd3be38ee50e0,unidentified,NA
7dc1efd04b1dabfa6fa7f6a576ee23b1,NA,NA
2da806851b8a2c5eec5e2b1dd48c4765,unidentified,NA
eee6c90fde4f70d1245ce22720fba789,unidentified,NA
973381031475d0dc06b7df8e31fe18e8,Hyaloscypha,litter_saprotroph
9fc6701bf1a5ad130b2731c8c7077f5c,Inocybe,ectomycorrhizal
11de0e6b3d12f19af434b3541f3710a3,NA,NA
9bd6bae2d144cf1b91c257c988172ca1,NA,NA
107ee29171e5a4df47180516202b4a9c,Tomentella,ectomycorrhizal
2ea0ff68b656fd28a7ce40c3a581c05d,NA,NA
5c27db75f555b2946d8137ad23875653,Clonostachys,wood_saprotroph
b7b42fbe46b66a1354d1845df83db6f0,Cuphophyllus,NA
f15c017a5671901ceb5c0455df26d256,Amanita,ectomycorrhizal
70342216d4715dfd847a1cd8db09067f,NA,NA
ab6d546fda1745097d998c35776076ba,NA,NA
b3ca59fd8492ac4c06798c8ff0026d26,NA,NA
410620ac233e773b105064be76361c42,Trechispora,wood_saprotroph
a075e738f9380bc4294b05ca5b5e195c,unidentified,NA
23ec584fcf99d13f00746eb17ab7a555,Inocybe,ectomycorrhizal
0a48b14c9c69239fe43b0f1bd482f3ac,unidentified,NA
68e7a46db9732424018436d91ae66662,unidentified,NA
09c29c350be9953ec655b8a4b688398d,Spegazzinia,wood_saprotroph
7aff6a60421ed2a3d3af566fd6bcaeb4,unidentified,NA
4af8c3a1713feb8460bf6f313bf3f334,Pyrenochaeta,wood_saprotroph
50948d1681543368d60aed3ad782ce35,Stagonospora,plant_pathogen
4b2bc3939839ca6717baef990d2b7985,Russula,ectomycorrhizal
dd6437afed47ac315b68bafb05158895,NA,NA
5159d765d9498b3ec342ee0da0413af6,Pseudoplectania,litter_saprotroph
818410d60ebfa7d236d40c082539d036,Camarophyllopsis,soil_saprotroph
8f87e103584b44d5719a67afcd9f6c62,Cuphophyllus,NA
c28a8de62b6ebda040f6e5c3ad0c759b,Umbelopsis,soil_saprotroph
9f0520676d9189bd4cb53e97ba97a5dd,Dictyochaeta,litter_saprotroph
33b4ec879679433d930803e1f19e1e82,Devriesia,plant_pathogen
1c0c316fa84b6aa55750427afa5ce1ca,Mortierella,soil_saprotroph
3a45eb4b0e21a51bb4d4f6c97ef4e1dc,Inocybe,ectomycorrhizal
a12ea18e63664f54c10d22f8a4d1c92d,NA,NA
0f4328196a8f91b9fee0e8b958d62dcc,NA,NA
591e53fc13f91c78694ccb19a3fa9752,Lactarius,ectomycorrhizal
325c66aabeff044a5713faf9a1d2db7a,Cenococcum,ectomycorrhizal
fa8ea909eb4fc92a5963818f157876a3,unidentified,NA
67d38082143aa08330287c84ecda850e,NA,NA
0141f943a0b7b81283aca1e7714b89cd,NA,NA
f748a6747634520819837d4165253acf,Cladosporium,litter_saprotroph
49d5c7fc4e2d48170644f65c3ec2c01b,NA,NA
0f450dbce2c5251f73c8c9617fe1b45d,NA,NA
30ca832d102bdb98c8a18c9e90a050dc,unidentified,NA
dee8416861cdaacd656ae96590b9b177,Thanatephorus,plant_pathogen
5c5b241a172f3f657dc35991b9274153,Pochonia,animal_parasite
6030d8ad65de40c237ad2dc184a86c9d,Atrocalyx,wood_saprotroph
0a955c6db772eb795e356d8f3180b88e,Serendipita,root_endophyte
b5e1f3a84b2af97c7ad6e0700457a643,NA,NA
a676a1263ee29f926869e86c8d405e0a,Lophiostoma,wood_saprotroph
561f123446a3405934b9eb33180dd31b,Thelephora,ectomycorrhizal
d5ba0f7d6ea229f297654cac6fbe0012,Amphinema,ectomycorrhizal
2cabf8d3f6e49608f0a62bbaab86718a,Cenococcum,ectomycorrhizal
f188284d9fc6facffb8de900bd76c602,NA,NA
721840c63a36c4caff7214bd5a19c3a3,Umbelopsis,soil_saprotroph
8de17dc44ea89efc865e39f1960d3575,Pilidium,plant_pathogen
17411950044578800697956eeb1a2cdf,NA,NA
79f99ac590b348ca884d85443703c259,Russula,ectomycorrhizal
831a809128e26b7269391794a7b0ef1e,NA,NA
d6bc2bd56c2d65336158101bfab6c73e,NA,NA
895cf78bfbaa4376a11c26aaf2f22791,Leohumicola,NA
525417c5a350b13871d0e89ddb4be4fd,Lophiostoma,wood_saprotroph
7a35f93b2051fd7ab5dd2603ff78f703,unidentified,NA
c69aeb4dddacb30c2525f50f6742992a,Tricholoma,ectomycorrhizal
93f1a6d10d62b688f8271559e3dd7afd,Biappendiculispora,litter_saprotroph
ee86c5bb8ce339812c22d3a36399d91e,unidentified,NA
a0e8147be9ce5e3c4e558b64e5738578,NA,NA
2e5d3ebba944e9c601a0746ba113a8c0,unidentified,NA
5f96f5433e8b3625b5d408c67ad0256d,Fusarium,plant_pathogen
b562eaab79bd899a5a219606718c03ce,Mycena,litter_saprotroph
ee4d3ed48d1c57728b5616f4934bd856,NA,NA
c48b45b6aea404a333140045a313b6ab,NA,NA
d8329cbdb6f20e15a289586310509009,unidentified,NA
2c1de5117c16b8e710b9dd40186c24fe,NA,NA
a5d5d4fe8ea73a26f21a1de6a035d16b,NA,NA
f6b2cbbdca7f6d7908be02dc228d4b82,Veronaeopsis,litter_saprotroph
bdcb804a4357ecb4e7c07e7e3c2a6ecf,Mortierella,soil_saprotroph
0bb5e9669571255ce21c38f616c41ca7,Cenococcum,ectomycorrhizal
b21b5d9e7c1850af54c777b587d6c8a1,NA,NA
591980615455acd6943e7975421b97a6,NA,NA
12f53cf149ca8ea678c01bc70ddd4b07,unidentified,NA
bde3b7ed0a969349066929766ee09d39,NA,NA
bdc576cca237aa4fa3dc326bc81beea6,Russula,ectomycorrhizal
98f441bb17774c0b378371954bc66bb4,Mortierella,soil_saprotroph
5f20edc51573031c38af449da1fc0d37,Geoglossum,NA
858275315f8e9e005829f47b02721b17,NA,NA
5b4f6f96a158dc00ad1e9efc788ed8aa,NA,NA
8e5a0420f7b190d3e681ab49790962b6,Albotricha,litter_saprotroph
e1e89f2ba0672b699a00ee86812739d4,unidentified,NA
3c47be28db7f9f6cb672da275407d425,unidentified,NA
f58371895c02599c3579b5dc660bb229,unidentified,NA
49e0fc9334b5e45733f4b5030be45bfb,Trechispora,wood_saprotroph
5213d8a6b11fbfeb40000866e8aa4832,Achroiostachys,soil_saprotroph
f880d2a2d98ef1b64ab42ff8843aa464,Clavaria,soil_saprotroph
5b577e2dee5e4907169e56a33d3b665d,unidentified,NA
0692c7a6f5c58973bbf4c1b8eec8d99e,unidentified,NA
b0e69008bf5c26862ac6e7842f4b59b8,NA,NA
bc438a0f2f09c877613575c0aad0c1dc,NA,NA
4f7e74f22c8d60a77fdd0c2cc7f5a686,unidentified,NA
e757af77f5e162185306a3f8e46c32cd,Paraphoma,plant_pathogen
a78a19724c16253bb683dfde5c2585a7,unidentified,NA
22982f878f4a18f9d2397887972458ab,NA,NA
8d1c0f2dcdfe375624f05e22e651f7ff,unidentified,NA
22ea7a5445af40ee3ae0bfea7341e26e,Lophiostoma,wood_saprotroph
b76c1795d4bc75dc83b1143641c5c438,Trichoderma,mycoparasite
09e850f29adef87007fd0e0b0b06f788,Geastrum,litter_saprotroph
8b9dd47bbdecb969def67e97b3b1b0f7,NA,NA
36b2c97ae66cf5adc6cb7ba296a1ab0a,NA,NA
0d138aefef8ac43228c202a32c5d1321,Camarophyllopsis,soil_saprotroph
6ae60548b3abdb0139c07bb7aea0139a,Russula,ectomycorrhizal
b3333ff8c2522325e2ba04cffe9e4ad4,Schizothecium,dung_saprotroph
1976bc7b5c57f3505c1675f47962e5a6,NA,NA
1082e342268f422ef0773850b5ba8745,Metarhizium,animal_parasite
6da13ac819f49af2c17c670972a82a78,NA,NA
b39e069c3eece333d0cf1dcf238ecbfe,unidentified,NA
bc968f150a42bc6e8a1c775d7be9ce1f,Niesslia,litter_saprotroph
cfbbf94a845948c37b11a3e844c3f43d,Retiboletus,ectomycorrhizal
959049f2fed7301dbe9528e4a1b70769,Cenococcum,ectomycorrhizal
