"","ASVs","Genus.x","guild.x","DL01","DL02","DL03","DL04","DL05","DL06","DL07","DL08","DL09","DL10","DL11","DL12","DL13","DL14","DL15","DL16","DL17","DL18","DL19","DL20","FOJ01","FOJ02","FOJ03","FOJ04","FOJ05","FOJ06","FOJ07","FOJ08","FOJ09","FOJ10","FOJ11","FOJ12","FOJ13","FOJ14","FOJ15","FOJ16","FOJ17","FOJ18","FOJ19","FOJ20","TOA01","TOA02","TOA03","TOA04","TOA05","TOA06","TOA07","TOA08","TOA09","TOA10","TOA11","TOA12","TOA13","TOA14","TOA15","TOA16","TOA17","TOA18","TOA19","TOA20","Genus","guild.y"
"1","067423285143316ca11b1f177cf5a3d7","Umbelopsis","soil_saprotroph",5460,1444,1389,6012,975,2290,1811,2676,1679,3341,1960,912,2727,1243,18684,8947,543,7364,805,1332,1997,3770,3808,28,1159,1635,1465,7505,1621,136,888,39,329,62,2288,1860,116,2006,679,2201,4899,3756,1469,2280,2621,3737,3496,2817,2180,881,1744,1241,1256,148,1361,4836,1720,976,1362,438,"Umbelopsis","soil_saprotroph"
"2","396e774ea4c0c6b00306523c80abc983","Talaromyces","unspecified_saprotroph",350,313,682,1114,263,383,160,220,691,403,209,487,90,178,1423,1445,469,850,335,137,864,689,747,98,448,38,232,1271,277,330,65,838,6628,1864,7560,78,1133,104,47,474,188,171,264,350,239,191,548,383,227,515,474,57,450,1535,3356,1290,1961,234,916,341,"Talaromyces","unspecified_saprotroph"
"3","48d4c0cd8f365b8156984c8191ba3918","unidentified",NA,457,187,790,185,107,202,42,426,214,278,21,164,88,963,7781,1231,885,450,452,20,151,381,396,626,136,238,238,80,102,726,101,3195,667,1658,162,694,1545,270,246,61,130,16,8,96,82,47,123,108,242,297,172,66,170,5727,6810,172,1110,119,172,390,"unidentified",NA
"4","85ee501ad5fa83980ab1400b58eafb8e","Russula","ectomycorrhizal",1997,9142,1238,0,2378,0,0,1664,95,0,0,0,0,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,896,638,1480,2322,0,0,0,1385,0,8419,1629,0,3207,3033,"Russula","ectomycorrhizal"
"5","c89b746b9cb32a8382555859e0eb5682","unidentified",NA,707,421,922,67,45,244,0,2811,240,18,0,93,0,227,3045,391,562,161,182,256,1887,1137,74,975,121,304,118,924,0,430,0,161,0,97,0,2501,408,0,69,0,6299,0,68,52,0,0,3289,40,50,73,190,294,197,2710,3817,2705,994,102,0,1079,"unidentified",NA
"6","8bb58c8b6d6c43cd89ecfffdfc7a10db","Talaromyces","unspecified_saprotroph",89,158,575,123,192,73,89,243,392,50,1643,345,305,543,2208,273,871,1257,104,392,494,424,465,321,348,427,973,1102,868,3208,556,866,1366,506,1005,411,1054,89,155,244,138,49,66,150,96,63,407,201,203,100,0,212,228,692,1577,730,686,904,3014,219,"Talaromyces","unspecified_saprotroph"
"7","3c949d3c20f2348a47ecf22a20fdb718","Bifiguratus","soil_saprotroph",484,668,152,1334,764,713,353,445,37,0,644,305,515,121,776,1651,0,0,0,0,521,491,1198,0,1232,307,485,3563,225,33,0,0,0,0,101,128,0,427,63,251,1088,1782,0,45,178,201,1698,2033,1398,1501,835,0,391,37,118,3037,127,417,448,365,"Bifiguratus","soil_saprotroph"
"8","343c519dfc1b76808b191b9a148c4178","Amanita","ectomycorrhizal",3500,119,0,279,4096,5749,10,0,0,0,178,2510,0,0,0,0,0,32,254,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10589,0,0,0,0,2,0,0,242,0,0,216,4725,0,0,0,0,0,0,0,0,"Amanita","ectomycorrhizal"
"9","73eb2af6cbc22e76b358d581e7de5150","unidentified",NA,44,65,180,57,36,123,23,54,124,30,714,298,246,1459,13029,1554,125,2579,467,61,285,136,195,78,53,274,359,924,584,800,580,156,767,397,62,368,262,225,420,83,120,42,44,26,0,626,73,35,67,186,153,0,56,175,143,171,117,120,162,146,"unidentified",NA
"10","55889226c066782b085659681abf1787","Cenococcum","ectomycorrhizal",0,14,57,489,58,82,25,278,236,341,13,175,37,46,140,0,177,95,290,659,18,122,58,60,952,0,698,15,968,254,0,3056,404,868,349,110,1365,0,137,44,84,0,1145,378,163,103,415,303,10,2118,334,1024,73,494,31,8438,2013,33,250,268,"Cenococcum","ectomycorrhizal"
"11","59049df23e1280af321e007b186fb441","Talaromyces","unspecified_saprotroph",183,76,362,49,87,254,119,442,240,58,105,68,0,1034,825,300,72,110,2996,122,146,163,102,130,84,198,565,119,506,2961,157,3753,219,187,937,322,884,137,906,53,344,23,98,20,35,30,88,92,122,47,324,0,374,175,3734,867,1754,20,798,840,"Talaromyces","unspecified_saprotroph"
"12","cf119c2b2773fecf38f5392cd13491cd","unidentified",NA,150,405,685,290,486,100,160,543,1070,1013,29,0,0,0,284,463,0,0,0,0,819,2059,2430,1674,828,760,1825,468,221,2823,0,13,695,402,0,0,45,186,0,23,390,326,260,593,325,316,2504,535,1389,943,0,0,0,0,0,0,0,0,0,0,"unidentified",NA
"13","08f84004a9a0b88ae8b0fe25a149d715","unidentified",NA,0,0,123,0,0,0,0,0,104,0,985,1061,405,4698,7483,1951,611,1955,1320,377,65,0,0,0,0,143,358,0,260,84,585,127,245,1062,56,591,181,211,229,140,0,0,0,0,0,204,0,0,0,0,618,73,0,217,309,299,296,208,157,105,"unidentified",NA
"14","bb5dc4b22a411541d0edc8f54dd89fac","unidentified",NA,757,708,558,1323,871,725,708,584,7,15,615,339,39,71,1190,1023,0,0,44,159,169,687,1459,14,1318,269,398,1391,191,54,170,0,27,10,123,191,46,844,0,18,828,1272,0,137,27,212,256,740,1478,1468,159,0,75,76,225,2286,371,38,70,351,"unidentified",NA
"15","0e556d288fed546a942042bee562053c","Cladosporium","litter_saprotroph",192,202,446,263,1154,240,48,194,305,198,460,627,117,476,3950,1076,615,733,309,271,371,315,226,286,74,336,481,1853,285,680,130,210,1683,204,81,418,386,98,81,173,534,81,87,153,60,188,215,136,204,248,74,402,305,495,2510,279,182,130,421,120,"Cladosporium","litter_saprotroph"
"16","3827456f839255ce6abc3720c55943fe","Russula","ectomycorrhizal",5724,0,533,0,0,0,0,469,1007,0,0,0,0,1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,752,276,3028,0,0,0,57,0,9485,692,0,0,1880,"Russula","ectomycorrhizal"
"17","606cfed6920e543b190a1aa79dff9ba4",NA,NA,0,0,0,0,0,0,0,43,102,280,0,0,23,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25255,0,0,0,0,NA,NA
"18","b759ee8098f536738031ac99f441736b",NA,NA,14,52,184,108,168,309,91,31,706,170,23,16,37,162,1018,252,113,294,339,17,108,521,912,287,93,584,645,1598,111,800,135,3105,2859,2870,0,699,1359,477,51,119,551,46,246,221,88,269,217,181,510,274,265,109,180,380,34,388,15,56,8,205,NA,NA
"19","038230ef2580612e675b959834adecf6",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"20","cea2d323efffe30135cdeb019cd64288","Periconia","plant_pathogen",0,150,290,0,77,70,80,130,164,95,170,287,137,278,2816,559,1635,503,506,181,736,221,301,179,172,783,551,397,779,1356,175,217,895,120,217,361,459,288,237,72,0,0,0,0,0,0,72,145,153,60,3976,13,64,266,1071,298,856,204,228,269,"Periconia","plant_pathogen"
"21","f6e67d6b36a4b9a60fc285dbb7ecf285","Coniochaeta","unspecified_saprotroph",0,9,0,0,0,0,0,11,0,0,832,761,226,472,10788,2570,2272,243,263,497,0,0,0,0,0,0,0,0,0,0,180,0,16,0,41,337,34,64,467,55,0,0,0,0,0,0,0,0,0,0,0,154,196,279,216,90,96,1027,320,284,"Coniochaeta","unspecified_saprotroph"
"22","d562b554e6c7ec961ee2b41edfe834bb","Amanita","ectomycorrhizal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20138,0,0,0,0,0,0,0,0,0,0,1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,"Amanita","ectomycorrhizal"
"23","fffe841a34f5d10d475c5c55836b1f82",NA,NA,287,93,327,0,63,0,149,202,0,32,87,3921,219,695,3702,271,766,1046,381,460,171,136,230,28,118,195,137,0,116,0,1078,50,100,69,115,1098,152,88,427,116,49,82,1878,116,145,333,48,69,50,41,11,138,31,116,71,0,28,137,419,32,NA,NA
"24","9fb2e259c327d57db22c53340eb49521","unidentified",NA,72,54,48,94,287,231,149,0,0,91,122,84,99,0,0,0,0,0,2748,84,500,52,698,0,438,575,94,114,0,0,447,0,25,0,0,128,10,154,20,15,4723,179,379,177,85,716,58,981,205,508,1413,0,0,18,86,433,370,106,747,88,"unidentified",NA
"25","12a6ca0b3b890a1dfd81fcc8ead05579","Bifiguratus","soil_saprotroph",0,0,0,444,124,0,249,80,0,0,143,67,186,104,0,257,0,0,0,0,834,415,1784,0,784,1572,1244,3474,235,0,192,0,22,0,37,302,19,350,164,0,1016,376,0,0,0,0,507,899,753,825,0,0,59,0,0,608,83,87,274,89,"Bifiguratus","soil_saprotroph"
"26","6ea28d95eb45beec30c6f24c8fe2fcc1","Russula","ectomycorrhizal",0,0,1243,0,0,0,0,2908,0,0,0,0,0,0,0,0,0,13078,238,3,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,532,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Russula","ectomycorrhizal"
"27","9dc75ac4029c28df13f1ea8112a16a5c",NA,NA,291,85,371,104,53,21,22,178,72,112,25,219,528,178,1216,385,184,833,842,42,292,412,0,524,0,34,596,540,345,709,228,518,1874,109,195,159,158,400,90,631,30,36,183,114,31,0,226,180,59,274,0,284,111,1878,682,247,324,65,98,12,NA,NA
"28","336b38eea624fc7b18d178cb31b754ab","Paraphaeosphaeria","wood_saprotroph",0,0,18,8,0,0,0,31,70,15,38,107,0,60,768,129,105,142,221,45,41,21,21,0,15,0,29,17,0,50,0,2476,1828,2142,0,552,5366,189,79,82,0,0,0,0,0,0,0,34,0,0,1212,0,85,160,116,217,65,69,106,67,"Paraphaeosphaeria","wood_saprotroph"
"29","1d7bf1d48ebddd07efcd858cef93ce42","Pyrenochaetopsis","foliar_endophyte",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29,53,854,0,77,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,15201,0,0,0,0,0,"Pyrenochaetopsis","foliar_endophyte"
"30","8b20728436adf186a80fdf73ce41dee2","Talaromyces","unspecified_saprotroph",557,85,324,515,66,75,299,276,398,340,81,11,68,159,1078,900,0,549,1862,125,100,426,485,104,100,352,270,627,39,332,262,49,0,14,35,52,23,43,127,28,1062,161,77,145,424,209,95,58,178,191,437,43,138,20,364,487,611,11,162,138,"Talaromyces","unspecified_saprotroph"
"31","0a9adf7e3ce3d004bb5fa10a3513a57a","Paraphaeosphaeria","wood_saprotroph",0,0,0,0,0,0,0,0,0,0,0,216,19,0,377,0,0,202,94,0,0,0,0,0,0,0,0,0,0,0,84,4179,147,1858,45,565,5866,229,66,65,0,0,0,0,0,0,0,0,0,0,111,48,61,393,70,69,287,107,93,0,"Paraphaeosphaeria","wood_saprotroph"
"32","9a04df0863354a8bbeea3dd23bb0cca1","Geastrum","litter_saprotroph",9,0,165,3,38,0,70,5,16,0,0,0,0,12699,37,0,13,17,329,0,0,0,7,0,0,0,0,0,110,0,0,0,148,0,32,0,12,0,4,0,0,0,0,0,0,0,0,58,262,0,0,0,56,89,66,0,402,0,0,0,"Geastrum","litter_saprotroph"
"33","413f3fda7b1251e9cbee49c9e2ffd4fb","unidentified",NA,0,0,932,0,0,0,0,0,0,0,0,0,12,53,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8361,1917,332,0,690,4,7,0,23,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,394,50,4,13,3,5,"unidentified",NA
"34","61091b9173a39eca937ec98b51f9324f","Clavaria","soil_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clavaria","soil_saprotroph"
"35","e72f27d650d28e6947b3ae18ad064bae","Pseudopithomyces","plant_pathogen",200,0,0,757,116,248,80,0,79,59,17,11,4,43,42,76,198,0,10,64,84,73,772,354,5,783,140,204,9,603,46,82,162,0,152,0,0,0,68,0,1104,144,106,294,433,327,59,165,276,212,20,0,0,12,3718,308,154,0,0,0,"Pseudopithomyces","plant_pathogen"
"36","388e2b27bc720f428a5af668bc0c7c74",NA,NA,0,0,165,218,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,248,1039,9,508,402,145,81,6204,0,0,0,0,0,0,0,0,2,0,279,29,139,0,27,1045,0,128,89,232,0,0,0,0,1304,175,17,0,0,0,NA,NA
"37","cfb1a170f89c469fb569d0f8d1d206f4","Saitozyma","soil_saprotroph",36,19,44,11,17,262,23,22,147,233,15,278,16,310,35,9,254,121,364,3,0,29,151,33,7,30,58,57,131,63,83,52,86,25,1238,4,8,29,255,0,340,25,75,14,128,31,43,17,32,0,146,341,417,164,3403,540,640,146,1406,47,"Saitozyma","soil_saprotroph"
"38","793b82448bfcd80b89d11e428f1dcbe7","Paraconiothyrium","wood_saprotroph",27,191,294,0,0,0,20,14,400,11,0,0,0,0,1056,22,0,0,0,0,324,894,684,855,60,81,120,476,72,368,0,5742,13,0,0,0,0,0,11,0,205,0,0,44,0,0,0,0,369,44,0,0,0,0,76,0,0,0,0,17,"Paraconiothyrium","wood_saprotroph"
"39","e7654ae6f50a60c4fa5a1fa18c5da3dc",NA,NA,0,0,0,30,72,86,0,0,101,0,141,120,0,303,140,0,81,14,8,379,0,0,53,11,22,79,728,0,33,0,41,256,142,31,17,740,4818,82,117,0,553,37,26,32,22,34,326,0,191,97,32,160,61,198,1579,0,37,0,21,57,NA,NA
"40","26d9d9b26d8f3212abb86f7c967c9a7b","Inocybe","ectomycorrhizal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12065,0,0,0,0,0,0,"Inocybe","ectomycorrhizal"
"41","4cca1f4095f0211ca0cb7da54ea8b030","Umbelopsis","soil_saprotroph",926,413,286,174,92,110,57,261,129,88,829,301,0,205,567,1058,0,0,97,60,503,782,347,0,0,0,0,2371,477,58,0,0,0,0,287,170,0,252,0,596,109,0,0,0,0,0,0,0,0,0,103,0,0,0,0,235,0,0,0,0,"Umbelopsis","soil_saprotroph"
"42","3208dac70fc3b62bb86f15de033e185c","unidentified",NA,22,0,0,0,0,93,0,0,0,0,103,29,138,2489,5158,1228,73,590,203,29,45,0,0,0,0,0,0,106,32,0,114,0,102,0,0,114,0,35,46,26,0,0,0,0,27,91,0,0,0,45,419,0,53,54,82,172,83,74,0,33,"unidentified",NA
"43","91951b2e5607db0796d7d35c9c9fc575","unidentified",NA,0,0,238,0,0,0,226,0,0,0,0,48,0,0,1577,0,11,28,31,0,0,0,0,0,0,0,0,0,2651,437,263,96,0,0,0,222,817,0,30,0,45,0,1426,184,0,414,1461,0,363,0,486,43,202,0,55,0,67,66,0,392,"unidentified",NA
"44","b5db400ae9250c36f1d7eaa83dfa915e","Pyrenochaetopsis","foliar_endophyte",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,33,0,0,0,19,2569,9,2395,12,39,789,19,43,31,0,0,0,57,0,0,0,0,0,0,0,19,19,39,5085,7,0,12,33,39,"Pyrenochaetopsis","foliar_endophyte"
"45","9d726d0f186df0f2bfe1013564f706c9","Inocybe","ectomycorrhizal",58,0,4605,0,0,0,232,0,0,0,0,0,0,0,0,0,0,82,0,0,761,0,3,0,0,0,388,14,0,0,0,0,0,0,0,0,0,4318,0,29,19,0,0,0,0,0,0,0,0,0,114,0,0,60,0,0,70,207,126,36,"Inocybe","ectomycorrhizal"
"46","f1d38cc534e5b52b88ed054d4a4f93cf","Periconia","plant_pathogen",0,25,50,0,36,74,0,85,43,29,0,0,122,0,8611,0,0,42,36,0,0,20,51,0,19,0,0,0,73,155,0,574,0,289,0,254,28,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,131,79,0,0,"Periconia","plant_pathogen"
"47","860e5b63bbc7c145e0580e189a8067d0","unidentified",NA,106,38,267,159,179,744,40,118,177,36,55,74,53,356,434,195,257,31,106,75,181,673,189,353,122,189,134,226,20,1049,126,198,224,367,25,246,238,137,98,190,322,0,33,62,13,48,242,145,45,367,0,0,116,82,625,28,51,150,0,28,"unidentified",NA
"48","447f6b24683be9bdebd9425f34086ea0","Cortinarius","ectomycorrhizal",0,198,0,0,0,0,3546,127,2167,0,0,73,60,393,0,0,0,14,0,0,995,0,0,0,63,0,0,0,0,25,0,125,0,0,0,0,677,0,75,0,0,0,0,0,0,0,0,95,0,0,0,0,0,110,0,0,0,1854,0,0,"Cortinarius","ectomycorrhizal"
"49","b1ae32bade9c3127020019193b75d801","Rasamsonia","soil_saprotroph",292,54,364,176,69,31,432,95,86,52,74,0,30,486,3422,233,47,123,137,178,89,86,215,32,108,0,39,257,440,152,22,43,354,370,205,107,200,121,80,80,35,38,0,11,61,56,88,115,31,38,39,17,47,56,202,103,163,0,24,14,"Rasamsonia","soil_saprotroph"
"50","911e78e4d4bee8d21a7658c8bbffd2c3",NA,NA,0,0,107,278,0,68,0,0,0,20,0,0,0,0,189,0,0,0,0,0,56,82,238,1761,0,167,272,285,36,5734,0,0,6,0,0,0,0,0,0,0,149,0,62,0,0,438,0,0,110,186,0,64,0,10,82,100,0,0,0,0,NA,NA
"51","6221c184510765a5e0b76dd2d672cfc1","Cortinarius","ectomycorrhizal",0,0,0,0,0,0,0,4430,0,0,0,0,5676,0,0,0,0,0,0,0,46,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,37,"Cortinarius","ectomycorrhizal"
"52","558f4165644e15c33a1ccd1b3bac7c3f","Inocybe","ectomycorrhizal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10346,0,0,0,0,0,0,"Inocybe","ectomycorrhizal"
"53","74637b4c8eb9aecb46e756a2797ead85","Tricholoma","ectomycorrhizal",0,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9223,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tricholoma","ectomycorrhizal"
"54","680f4625b74d66f2ecc61e84366b3497","Hygrocybe","soil_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,9818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hygrocybe","soil_saprotroph"
"55","7266486b2981eff38905676fb8cbad01","Coniochaeta","unspecified_saprotroph",55,57,141,31,37,53,15,47,66,0,0,56,179,241,4882,207,40,440,469,80,39,0,24,6,67,5,21,483,122,69,38,97,73,22,54,174,230,30,46,82,15,99,110,92,28,115,56,58,6,22,0,100,59,20,46,53,0,25,158,0,"Coniochaeta","unspecified_saprotroph"
"56","0b07a945a484c663245b501b5898d065",NA,NA,56,60,1195,186,35,111,17,26,275,37,0,0,0,9,65,706,0,35,89,0,48,40,30,653,17,52,96,49,135,3849,0,0,0,0,0,0,0,0,0,0,320,17,105,50,40,431,26,73,35,56,0,121,0,0,659,0,0,0,0,0,NA,NA
"57","f35fd993aeeb5fe4bd03d023eccd4588",NA,NA,0,0,0,0,0,0,26,0,0,0,71,343,176,427,3638,622,340,171,193,188,0,0,0,0,0,88,0,124,0,0,0,0,80,76,0,0,366,0,0,62,0,0,0,0,0,0,222,0,0,0,126,0,227,620,1223,145,0,0,135,0,NA,NA
"58","430687db9785c2aa2481a9dc866f62b5","Amanita","ectomycorrhizal",0,0,0,0,0,0,0,0,4683,0,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4562,0,0,"Amanita","ectomycorrhizal"
"59","1f4477610b9e00b42a869bffff16734c","Russula","ectomycorrhizal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6657,1853,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Russula","ectomycorrhizal"
"60","54ca42e1f76e7ecd1104b2f74aa5db4a","Chaetomella","litter_saprotroph",0,0,0,0,15,0,0,0,33,0,0,0,4,10,19,0,0,0,5,0,0,10,0,7108,4,40,0,2,22,206,0,3,0,1073,0,73,36,4,0,0,10,0,0,0,0,0,0,21,12,13,22,0,0,27,193,27,9,6,0,20,"Chaetomella","litter_saprotroph"
"61","93898ded4addad7367af5e76cb8c6449","unidentified",NA,11,1210,0,0,172,0,0,278,0,0,86,0,0,0,0,1051,0,0,0,119,0,598,605,99,291,151,0,2497,0,0,0,0,581,146,368,0,0,552,0,0,0,0,0,0,0,0,0,145,0,18,0,0,0,0,0,0,0,0,0,0,"unidentified",NA
"62","5f15b45cce03212a6a89870283fa2521","Geoglossum","soil_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,8907,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,"Geoglossum","soil_saprotroph"
"63","a6547d93549ab37d285a98361f50349b","Trichoderma","mycoparasite",0,0,0,0,32,0,0,46,102,0,105,202,0,535,0,296,293,205,320,0,176,0,34,0,0,0,744,0,0,0,263,0,59,0,20,224,0,23,207,274,0,0,0,1374,0,0,0,18,0,0,62,232,398,58,364,1184,51,352,521,139,"Trichoderma","mycoparasite"
"64","81b77df4385629aeedc93d9473a7f4f5","Inocybe","ectomycorrhizal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6658,0,"Inocybe","ectomycorrhizal"
"65","6d397ca77f4d02a72976ed4af00cacde",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4553,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3887,0,235,0,0,0,NA,NA
"66","53728363e9f2acdaf2a1108b446338c7","unidentified",NA,165,90,34,274,39,55,24,171,0,0,834,95,0,58,263,4495,0,0,57,20,189,93,96,0,0,114,31,420,32,0,0,0,0,0,0,43,0,29,39,22,168,30,0,0,0,0,65,189,43,0,0,0,31,0,14,100,0,0,0,22,"unidentified",NA
"67","0b3dd03b34ca4a2e6caeff794c988ed1","Cenococcum","ectomycorrhizal",0,34,275,0,0,0,0,0,66,0,0,0,0,0,0,0,0,278,2467,0,0,0,0,0,37,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,263,0,85,294,3086,187,0,525,0,314,0,0,0,0,0,0,0,247,0,265,"Cenococcum","ectomycorrhizal"
"68","9f213305c207d32e9080630a477b96f3","Fusarium","plant_pathogen",27,57,20,64,21,0,0,253,203,4,0,0,17,436,248,29,33,58,78,0,95,73,208,32,138,68,48,127,45,685,165,0,202,49,732,0,60,21,74,12,129,0,5,0,0,0,0,19,27,0,29,0,113,259,2200,672,243,42,90,201,"Fusarium","plant_pathogen"
"69","8ad92cc63008f178b18c14cf940384ff","Laccaria","ectomycorrhizal",0,196,0,0,0,15,0,1231,0,0,2,0,0,0,0,0,0,0,0,0,0,425,0,0,0,0,0,11,0,0,0,0,0,0,0,0,9,0,0,159,0,0,676,226,0,0,0,5013,0,0,0,384,0,0,0,0,0,0,0,0,"Laccaria","ectomycorrhizal"
"70","c112b540a35ee1639e7b77122be3db83","Atractiella","unspecified_saprotroph",28,21,23,0,145,0,0,81,712,16,53,16,84,822,760,272,18,53,169,30,203,35,226,28,58,35,289,142,12,71,98,18,115,11,94,341,61,43,250,549,29,20,0,0,0,0,89,98,19,0,80,0,45,118,1214,333,114,79,97,14,"Atractiella","unspecified_saprotroph"
"71","fc273d85bc88f826b9ba55a08f55439c","Fusarium","plant_pathogen",198,202,25,113,137,105,22,100,34,8,304,26,28,29,329,225,80,404,615,26,108,152,160,0,38,241,106,1309,93,35,33,0,58,10,55,45,0,38,12,57,808,8,0,0,0,0,322,17,171,28,116,6,29,84,398,457,65,46,110,80,"Fusarium","plant_pathogen"
"72","1e63f9dcc607f30c195f688dca314e23","Russula","ectomycorrhizal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Russula","ectomycorrhizal"
"73","874c60c5a086479ab66b178f5a858e19","Russula","ectomycorrhizal",0,0,0,267,0,2992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,4713,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,"Russula","ectomycorrhizal"
"74","dad5cf04b4dee92566f072720cdfa448","Russula","ectomycorrhizal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Russula","ectomycorrhizal"
"75","ba2736f4a01c49789e93d68d9d72b07d","Cenococcum","ectomycorrhizal",129,45,0,0,0,0,0,0,19,0,186,0,0,473,1702,0,0,766,0,659,0,0,0,0,80,0,0,364,0,0,129,60,40,21,303,443,0,0,608,26,0,0,0,0,0,0,0,120,0,0,0,0,249,0,0,359,141,478,599,0,"Cenococcum","ectomycorrhizal"
"76","76e9860513b9ddcaa39171e89d1763c3","Amphinema","ectomycorrhizal",541,0,0,0,0,18,0,0,0,0,0,0,0,2852,0,0,719,0,0,0,0,0,0,3,0,46,692,0,0,0,28,0,0,0,0,0,0,0,0,0,0,499,55,0,873,0,0,0,0,0,0,0,0,0,0,0,1038,0,183,270,"Amphinema","ectomycorrhizal"
"77","03859d009dcf0c4203f3375569caf5ed","unidentified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5974,0,0,50,0,32,91,0,20,0,7,0,0,950,38,0,0,0,9,0,0,0,0,0,0,0,0,0,0,14,187,0,0,0,6,0,0,0,0,95,0,12,0,0,0,0,"unidentified",NA
